row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,1.740.796,1.443.862,1740796.0,1443862.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,572.312,509.415,572312.0,509415.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,265.743,206.205,265743.0,206205.0
Thu từ hoạt động cho thuê kho,Thu từ hoạt động cho thuê kho,Thu từ hoạt động cho thuê kho,182.093,151.371,182093.0,151371.0
Thu từ chi trả kiểu hồi,Thu từ chi trả kiểu hồi,Thu từ chi trả kiểu hồi,47.379,56.729,47379.0,56729.0
Thu khác,Thu khác,Thu khác,673.269,520.142,673269.0,520142.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(569.533),(495.379),-569533.0,-495379.0
Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,(205.098),(150.290),-205098.0,-150290.0
"Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông",(120.060),(96.320),-120060.0,-96320.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(66.989),(60.008),-66989.0,-60008.0
Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,(30.854),-,-30854.0,
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,(65.202),(80.008),-65202.0,-80008.0
Chi khác,Chi khác,Chi khác,(81.330),(108.753),-81330.0,-108753.0
,,,1.171.263,948.483,1171263.0,948483.0
