row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Rủi ro tín dụng liên quan đến các tài sản nội bằng,Rủi ro tín dụng liên quan đến các tài sản nội bằng,Rủi ro tín dụng liên quan đến các tài sản nội bằng,,,,
Tiền gửi và cho vay các tổ chức tín dụng khác,Rủi ro tín dụng liên quan đến các tài sản nội bằng > Tiền gửi và cho vay các tổ chức tín dụng khác,Tiền gửi và cho vay các tổ chức tín dụng khác,2.208.420,3.630.099,2208420.0,3630099.0
Cho vay và cho thuê tài chính khách hàng,Cho vay và cho thuê tài chính khách hàng,Cho vay và cho thuê tài chính khách hàng,,,,
- Cho vay và cho thuê tài chính khách hàng cá nhân,Cho vay và cho thuê tài chính khách hàng > - Cho vay và cho thuê tài chính khách hàng cá nhân,- Cho vay và cho thuê tài chính khách hàng cá nhân,89.680.646,56.975.945,89680646.0,56975945.0
- Cho vay và cho thuê tài chính khách hàng là tổ chức,Cho vay và cho thuê tài chính khách hàng > - Cho vay và cho thuê tài chính khách hàng là tổ chức,- Cho vay và cho thuê tài chính khách hàng là tổ chức,96.236.167,71.039.066,96236167.0,71039066.0
Hoạt động mua nợ,Cho vay và cho thuê tài chính khách hàng > Hoạt động mua nợ,Hoạt động mua nợ,300,-,300.0,
Các công cụ tài chính phải sinh,Cho vay và cho thuê tài chính khách hàng > Các công cụ tài chính phải sinh,Các công cụ tài chính phải sinh,-,12.151,,12151.0
Chứng khoán đầu tư,Chứng khoán đầu tư,Chứng khoán đầu tư,,,,
- Chứng khoán nợ sẵn sàng để bán,Chứng khoán đầu tư > - Chứng khoán nợ sẵn sàng để bán,- Chứng khoán nợ sẵn sàng để bán,176.177,427.100,176177.0,427100.0
- Chứng khoán nợ giữ đến ngày đáo hạn,Chứng khoán đầu tư > - Chứng khoán nợ giữ đến ngày đáo hạn,- Chứng khoán nợ giữ đến ngày đáo hạn,15.142.479,5.935.128,15142479.0,5935128.0
Tài sản tài chính khác,Chứng khoán đầu tư > Tài sản tài chính khác,Tài sản tài chính khác,31.920.251,6.844.881,31920251.0,6844881.0
Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,,,,
Các hợp đồng bảo lãnh tài chính,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng > Các hợp đồng bảo lãnh tài chính,Các hợp đồng bảo lãnh tài chính,3.944.927,3.481.253,3944927.0,3481253.0
Các cam kết trong thư tín dụng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng > Các cam kết trong thư tín dụng,Các cam kết trong thư tín dụng,6.623.786,8.646.367,6623786.0,8646367.0
Các cam kết khác,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng > Các cam kết khác,Các cam kết khác,11.271,11.103,11271.0,11103.0
