row_label_raw,row_label_full,col_0,Bàng cân đối kế toán hợp nhất,Bàng cân đối kế toán hợp nhất_1,Báo cáo kết quả hoạt động kinh doanh hợp nhất,Báo cáo kết quả hoạt động kinh doanh hợp nhất_1,numeric__Bàng cân đối kế toán hợp nhất,numeric__Bàng cân đối kế toán hợp nhất_1,numeric__Báo cáo kết quả hoạt động kinh doanh hợp nhất,numeric__Báo cáo kết quả hoạt động kinh doanh hợp nhất_1
,,,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,Năm nayTriệu đồng,Năm trướcTriệu đồng,,,,
Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,,,,
Dự phòng đầu tư chứng khoán và các tài sản có khác,Tài sản thuế TNDN hoãn lại > Dự phòng đầu tư chứng khoán và các tài sản có khác,Dự phòng đầu tư chứng khoán và các tài sản có khác,94.588,59.576,35.012,(33.345),94588.0,59576.0,35012.0,-33345.0
Dự phòng rủi ro tín dụng,Tài sản thuế TNDN hoãn lại > Dự phòng rủi ro tín dụng,Dự phòng rủi ro tín dụng,-,-,-,(9.028),,,,-9028.0
Dự phòng trợ cấp thời việc,Tài sản thuế TNDN hoãn lại > Dự phòng trợ cấp thời việc,Dự phòng trợ cấp thời việc,-,1.031,(1.031),(1.266),,1031.0,-1031.0,-1266.0
,,,94.588,60.607,,,94588.0,60607.0,,
Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,,,,
Lỗ lũy kế công ty con và các khoản khác,Thuế TNDN hoãn lại phải trả > Lỗ lũy kế công ty con và các khoản khác,Lỗ lũy kế công ty con và các khoản khác,(21.359),(868),(21.359),-,-21359.0,-868.0,-21359.0,
Thu nhập/(chi phí) thuế TNDN hoãn lại thuần,Thuế TNDN hoãn lại phải trả > Thu nhập/(chi phí) thuế TNDN hoãn lại thuần,Thu nhập/(chi phí) thuế TNDN hoãn lại thuần,Thu nhập/(chi phí) thuế TNDN hoãn lại thuần,Thu nhập/(chi phí) thuế TNDN hoãn lại thuần,12.622,(43.639),,,12622.0,-43639.0
