row_label_raw,row_label_full,Số dư đầu năm,Năm nayTriệu đồng > 136.236,Năm trướcTriệu đồng > 144.069,numeric__Năm nayTriệu đồng > 136.236,numeric__Năm trướcTriệu đồng > 144.069
Tăng do sáp nhập,Tăng do sáp nhập,Tăng do sáp nhập,10.638,-,10638.0,
Trích lập/(hoàn nhập) trong năm(Thuyết minh số 31 và số 32),Trích lập/(hoàn nhập) trong năm(Thuyết minh số 31 và số 32),Trích lập/(hoàn nhập) trong năm(Thuyết minh số 31 và số 32),156.427,(7.833),156427.0,-7833.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,303.301,136.236,303301.0,136236.0
