row_label_raw,row_label_full,Tiền gửi tại NHNN Việt Nam,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
- Bằng VND,- Bằng VND,- Bằng VND,5.830.836,3.146.939,5830836.0,3146939.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,963.335,586.586,963335.0,586586.0
Tiền gửi tại Ngân hàng Quốc gia Campuchia,Tiền gửi tại Ngân hàng Quốc gia Campuchia,Tiền gửi tại Ngân hàng Quốc gia Campuchia,397.993,249.238,397993.0,249238.0
Tiền gửi tại Ngân hàng Trung ương Lào,Tiền gửi tại Ngân hàng Trung ương Lào,Tiền gửi tại Ngân hàng Trung ương Lào,305.103,306.994,305103.0,306994.0
,,,7.497.267,4.289.757,7497267.0,4289757.0
