row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,96.236.167,"51,76",71.039.066,"55,49",96236167.0,51.76,71039066.0,55.49
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,50.050.445,"26,92",35.833.100,"27,98",50050445.0,26.92,35833100.0,27.98
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,36.825.406,"19,81",27.709.316,"21,64",36825406.0,19.81,27709316.0,21.64
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,5.254.122,"2,83",3.912.822,"3,06",5254122.0,2.83,3912822.0,3.06
Công ty cổ phần Nhà nước,Công ty cổ phần Nhà nước,Công ty cổ phần Nhà nước,1.195.320,"0,64",1.416.353,"1,11",1195320.0,0.64,1416353.0,1.11
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,928.223,"0,50",481.254,"0,38",928223.0,0.5,481254.0,0.38
Công ty TNHH Nhà nước,Công ty TNHH Nhà nước,Công ty TNHH Nhà nước,897.574,"0,48",929.037,"0,73",897574.0,0.48,929037.0,0.73
Doanh nghiệp Nhà nước,Doanh nghiệp Nhà nước,Doanh nghiệp Nhà nước,314.738,"0,17",319.314,"0,25",314738.0,0.17,319314.0,0.25
Kinh tế tập thể,Kinh tế tập thể,Kinh tế tập thể,138.619,"0,07",163.046,"0,13",138619.0,0.07,163046.0,0.13
Khác,Khác,Khác,631.720,"0,34",274.824,"0,21",631720.0,0.34,274824.0,0.21
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,89.680.646,"48,24",56.975.945,"44,51",89680646.0,48.24,56975945.0,44.51
,,,185.916.813,"100,00",128.015.011,"100,00",185916813.0,100.0,128015011.0,100.0
