row_label_raw,row_label_full,col_0,Năm 2021VND,Năm 2020VND,numeric__Năm 2021VND,numeric__Năm 2020VND
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,102.738.547.163,121.014.253.343,102738547163.0,121014253343.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,46.861.498.386,46.924.418.614,46861498386.0,46924418614.0
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,5.799.688.491,8.212.173.124,5799688491.0,8212173124.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,16.693.347.386,21.996.367.326,16693347386.0,21996367326.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,22.221.563.255,25.989.944.375,22221563255.0,25989944375.0
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,11.162.449.645,17.891.349.904,11162449645.0,17891349904.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,63.163.220.097,28.257.825.444,63163220097.0,28257825444.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,23.262.215.436,9.481.332.614,23262215436.0,9481332614.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,5.526.149.800,4.735.578.144,5526149800.0,4735578144.0
Chi phí khác bằng tiền,Chi phí khác bằng tiền,Chi phí khác bằng tiền,34.374.854.861,14.040.914.686,34374854861.0,14040914686.0
Tổng,Tổng,Tổng,165.901.767.260,149.272.078.787,165901767260.0,149272078787.0
