row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,MS,TM,Năm 2021VND,Năm 2020VND,numeric__CHỈ TIÊU_1,numeric__MS,numeric__TM,numeric__Năm 2021VND,numeric__Năm 2020VND
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,6.1,873.627.989.784,761.665.090.488,,1.0,61.0,873627989784.0,761665090488.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,6.2,3.232.902.029,11.140.015.001,,2.0,62.0,3232902029.0,11140015001.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01-02),10,,870.395.087.755,750.525.075.487,,10.0,,870395087755.0,750525075487.0
4.,4.,4.,Giá vốn hàng bán,11,6.3,590.367.689.340,665.347.885.882,,11.0,63.0,590367689340.0,665347885882.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10-11),20,,280.027.398.415,85.177.189.604,,20.0,,280027398415.0,85177189604.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,6.4,241.366.117.006,60.297.693.779,,21.0,64.0,241366117006.0,60297693779.0
7.,7.,7.,Chi phí tài chính,22,6.5,308.472.569.866,237.596.645.345,,22.0,65.0,308472569866.0,237596645345.0
,,,Trong đó: Chi phí lãi vay,23,,308.472.569.866,197.290.779.043,,23.0,,308472569866.0,197290779043.0
8.,8.,8.,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,6.164.614.876,(10.964.515.995),,24.0,,6164614876.0,-10964515995.0
9.,9.,9.,Chi phí bán hàng,25,6.6,63.163.220.097,28.257.825.444,,25.0,66.0,63163220097.0,28257825444.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,6.6,102.738.547.163,121.014.253.343,,26.0,66.0,102738547163.0,121014253343.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20+(21-22)+24-(25+26)},30,,53.183.793.171,(252.358.356.743),,30.0,,53183793171.0,-252358356743.0
12.,12.,12.,Thu nhập khác,31,,4.554.994.371,13.033.880.048,,31.0,,4554994371.0,13033880048.0
13.,13.,13.,Chi phí khác,32,,7.558.278.053,7.699.020.138,,32.0,,7558278053.0,7699020138.0
14.,14.,14.,Lợi nhuận khác (40 = 31-32),40,,(3.003.283.682),5.334.859.910,,40.0,,-3003283682.0,5334859910.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50 = 30+40+45),50,,50.180.509.489,(247.023.496.833),,50.0,,50180509489.0,-247023496833.0
16.,16.,16.,Chi phí thuế TNDN hiện hành,51,6.7,6.027.496.979,(3.580.733.940),,51.0,67.0,6027496979.0,-3580733940.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50-51-52),60,,44.153.012.510,(243.442.762.893),,60.0,,44153012510.0,-243442762893.0
18.,18.,18.,Lợi nhuận sau thuế của Công ty mẹ,61,,61.583.796.257,(235.061.626.585),,61.0,,61583796257.0,-235061626585.0
19.,19.,19.,Lợi nhuận sau thuế của Cổ đông không kiểm soát,62,,(17.430.783.747),(8.381.136.308),,62.0,,-17430783747.0,-8381136308.0
20.,20.,20.,Lãi cơ bản trên cổ phiếu,70,6.8,"226,48","(875,03)",,70.0,68.0,226.48,-875.03
