row_label_raw,row_label_full,CHỈ TIÊU,MS,Năm 2021VND,Năm 2020VND,numeric__MS,numeric__Năm 2021VND,numeric__Năm 2020VND
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,
Lợi nhuận trước thuế,I. Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,50.180.509.489,(247.023.496.833),1.0,50180509489.0,-247023496833.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,
- Khấu hao TSCĐ và BĐSĐT,Điều chỉnh cho các khoản > - Khấu hao TSCĐ và BĐSĐT,- Khấu hao TSCĐ và BĐSĐT,02,252.070.858.174,251.374.115.373,2.0,252070858174.0,251374115373.0
- Các khoản dự phòng,Điều chỉnh cho các khoản > - Các khoản dự phòng,- Các khoản dự phòng,03,4.855.944.506,(22.510.281.960),3.0,4855944506.0,-22510281960.0
"- Lãi, lỗ từ hoạt động đầu tư","Điều chỉnh cho các khoản > - Lãi, lỗ từ hoạt động đầu tư","- Lãi, lỗ từ hoạt động đầu tư",05,(251.748.947.711),(57.783.510.092),5.0,-251748947711.0,-57783510092.0
- Chi phí lãi vay,Điều chỉnh cho các khoản > - Chi phí lãi vay,- Chi phí lãi vay,06,308.472.569.866,197.290.779.043,6.0,308472569866.0,197290779043.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Điều chỉnh cho các khoản > Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,363.830.934.324,121.347.605.531,8.0,363830934324.0,121347605531.0
"- Tăng, giảm các khoản phải thu","Điều chỉnh cho các khoản > - Tăng, giảm các khoản phải thu","- Tăng, giảm các khoản phải thu",09,(360.865.335.369),887.930.312.402,9.0,-360865335369.0,887930312402.0
"- Tăng, giảm hàng tồn kho","Điều chỉnh cho các khoản > - Tăng, giảm hàng tồn kho","- Tăng, giảm hàng tồn kho",10,123.386.812.228,(86.154.177.491),10.0,123386812228.0,-86154177491.0
