row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty Cổ phần Tasco Nam Thái,Công ty Cổ phần Tasco Nam Thái,Công ty Cổ phần Tasco Nam Thái,Công ty con,
Công ty Cổ phần VETC,Công ty Cổ phần VETC,Công ty Cổ phần VETC,Công ty con,
Công ty TNHH MTV Tasco Nam Định,Công ty TNHH MTV Tasco Nam Định,Công ty TNHH MTV Tasco Nam Định,Công ty con,
Công ty TNHH MTV Tasco 6,Công ty TNHH MTV Tasco 6,Công ty TNHH MTV Tasco 6,Công ty con,
Công ty TNHH MTV Tasco Quảng Bình,Công ty TNHH MTV Tasco Quảng Bình,Công ty TNHH MTV Tasco Quảng Bình,Công ty con,
Công ty TNHH MTV Tasco Hải Phòng,Công ty TNHH MTV Tasco Hải Phòng,Công ty TNHH MTV Tasco Hải Phòng,Công ty con,
Công ty TNHH T'Hospital,Công ty TNHH T'Hospital,Công ty TNHH T'Hospital,Công ty con,
Công ty TNHH MTV Dịch vụ Tasco,Công ty TNHH MTV Dịch vụ Tasco,Công ty TNHH MTV Dịch vụ Tasco,Công ty con,
Công ty TNHH Thu phí tự động VETC,Công ty TNHH Thu phí tự động VETC,Công ty TNHH Thu phí tự động VETC,Công ty con,
Công ty CP Bệnh viện Mất Hà Nội cơ sở 2,Công ty CP Bệnh viện Mất Hà Nội cơ sở 2,Công ty CP Bệnh viện Mất Hà Nội cơ sở 2,Công ty con,
Tổng Công ty Thăng Long – CTCP,Tổng Công ty Thăng Long – CTCP,Tổng Công ty Thăng Long – CTCP,Công ty liên kết,
Công ty TNHH BOT Hùng Thắng-Phú Thọ,Công ty TNHH BOT Hùng Thắng-Phú Thọ,Công ty TNHH BOT Hùng Thắng-Phú Thọ,Công ty liên kết,
Công ty CP Bất động sản Quảng Phú,Công ty CP Bất động sản Quảng Phú,Công ty CP Bất động sản Quảng Phú,Công ty liên kết,
