row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2021VND,01/01/2021VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2021VND,numeric__01/01/2021VND
A - TÀI SẢN NGĂN HẠN(100 = 110+120+130+140+150),A - TÀI SẢN NGĂN HẠN(100 = 110+120+130+140+150),A - TÀI SẢN NGĂN HẠN(100 = 110+120+130+140+150),A - TÀI SẢN NGĂN HẠN(100 = 110+120+130+140+150),100,,2.290.746.531.503,1.462.839.215.580,,100.0,,2290746531503.0,1462839215580.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5.1,641.553.582.230,219.322.711.611,,110.0,51.0,641553582230.0,219322711611.0
1.,1.,1.,Tiền,111,,404.156.054.780,198.909.108.118,,111.0,,404156054780.0,198909108118.0
2.,2.,2.,Các khoản tương đương tiền,112,,237.397.527.450,20.413.603.493,,112.0,,237397527450.0,20413603493.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5.2,73.389.607.184,46.920.000.000,,120.0,52.0,73389607184.0,46920000000.0
1.,1.,1.,Đầu tư nắm giữ đến ngày đáo hạn,123,,73.389.607.184,46.920.000.000,,123.0,,73389607184.0,46920000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,1.411.417.598.144,975.469.626.587,,130.0,,1411417598144.0,975469626587.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5.3,444.970.658.998,731.919.464.938,,131.0,53.0,444970658998.0,731919464938.0
2.,2.,2.,Trà trước cho người bán ngắn hạn,132,5.4,49.998.252.918,48.878.129.457,,132.0,54.0,49998252918.0,48878129457.0
3.,3.,3.,Phải thu về cho vay ngắn hạn,135,,33.349.285.000,32.625.979.000,,135.0,,33349285000.0,32625979000.0
4.,4.,4.,Phải thu ngắn hạn khác,136,5.5,897.369.763.284,171.460.470.742,,136.0,55.0,897369763284.0,171460470742.0
5.,5.,5.,Dự phòng phải thu ngắn hạn khó đòi,137,5.6,(14.270.362.056),(9.414.417.550),,137.0,56.0,-14270362056.0,-9414417550.0
IV.,IV.,IV.,Hàng tồn kho,140,5.7,78.003.107.240,124.428.336.566,,140.0,57.0,78003107240.0,124428336566.0
1.,1.,1.,Hàng tồn kho,141,,78.003.107.240,124.428.336.566,,141.0,,78003107240.0,124428336566.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,86.382.636.705,96.698.540.816,,150.0,,86382636705.0,96698540816.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,5.8,1.022.853.597,1.211.092.152,,151.0,58.0,1022853597.0,1211092152.0
2.,2.,2.,Thuế GTGT được khấu trừ,152,,84.148.310.904,91.331.226.990,,152.0,,84148310904.0,91331226990.0
3.,3.,3.,Thuế và các khoản khác phải thu NN,153,5.9,1.211.472.204,4.156.221.674,,153.0,59.0,1211472204.0,4156221674.0
B -,B -,B -,TÀI SẢN DÀI HẠN(200 = 210+220+230+ 240+250+260+269),200,,8.524.652.997.451,8.695.631.385.992,,200.0,,8524652997451.0,8695631385992.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,126.673.368.211,122.984.283.349,,210.0,,126673368211.0,122984283349.0
1.,1.,1.,Phải thu dài hạn khác,216,5.5,129.823.368.211,126.134.283.349,,216.0,55.0,129823368211.0,126134283349.0
2.,2.,2.,Dự phòng phải thu dài hạn khó đòi,219,5.6,(3.150.000.000),(3.150.000.000),,219.0,56.0,-3150000000.0,-3150000000.0
II.,II.,II.,Tài sản cố định,220,,6.044.529.708.714,6.238.520.709.686,,220.0,,6044529708714.0,6238520709686.0
1.,1.,1.,Tài sản cố định hữu hình,221,5.11,5.920.417.705.047,6.104.093.281.543,,221.0,511.0,5920417705047.0,6104093281543.0
,,,- Nguyên giá,222,,7.518.239.360.634,7.477.102.910.079,,222.0,,7518239360634.0,7477102910079.0
,,,- Giá trị hao mòn lũy kế,223,,(1.597.821.655.587),(1.373.009.628.536),,223.0,,-1597821655587.0,-1373009628536.0
2.,2.,2.,Tài sản cố định vô hình,227,5.10,124.112.003.667,134.427.428.143,,227.0,510.0,124112003667.0,134427428143.0
,,,- Nguyên giá,228,,157.439.431.893,157.561.710.462,,228.0,,157439431893.0,157561710462.0
,,,- Giá trị hao mòn lũy kế,229,,(33.327.428.226),(23.134.282.319),,229.0,,-33327428226.0,-23134282319.0
III.,III.,III.,Bất động sản đầu tư,230,,-,-,,230.0,,,
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,5.12,1.060.021.226.369,1.136.982.809.271,,240.0,512.0,1060021226369.0,1136982809271.0
1.,1.,1.,Chi phí sản xuất kinh doanh dở dang dài hạn,241,,691.597.917.895,614.726.749.147,,241.0,,691597917895.0,614726749147.0
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,,368.423.308.474,522.256.060.124,,242.0,,368423308474.0,522256060124.0
V.,V.,V.,Các khoản đầu tư tài chính dài hạn,250,5.2,352.908.730.165,350.744.115.288,,250.0,52.0,352908730165.0,350744115288.0
1.,1.,1.,"Đầu tư vào công ty liên kết, liên doanh",252,,330.108.730.165,322.944.115.288,,252.0,,330108730165.0,322944115288.0
2.,2.,2.,Đầu tư góp vốn vào đơn vị khác,253,,22.800.000.000,22.800.000.000,,253.0,,22800000000.0,22800000000.0
3.,3.,3.,Đầu tư nắm giữ đến ngày đáo hạn,255,,-,5.000.000.000,,255.0,,,5000000000.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,940.519.963.992,845.623.010.116,,260.0,,940519963992.0,845623010116.0
1.,1.,1.,Chi phí trả trước dài hạn,261,5.8,940.519.963.992,845.623.010.116,,261.0,58.0,940519963992.0,845623010116.0
VII.,VII.,VII.,Lợi thế thương mại,269,,-,776.458.282,,269.0,,,776458282.0
,,,TỔNG CỘNG TÀI SẢN(270 = 100+200),270,,10.815.399.528.954,10.158.470.601.572,,270.0,,10815399528954.0,10158470601572.0
