row_label_raw,row_label_full,Năm nay > Số dư đầu năm > Dự phòng rủi ro trích lập / hoàn nhập trong năm > Sử dụng dự phòng rủi ro tín dụng trong năm > Số dư cuối năm > Năm trước > Số dư đầu năm > Dự phòng rủi ro trích lập/ hoàn nhập trong năm > Sử dụng dự phòng rủi ro tín dụng trong năm > Số dư cuối năm > Chi tiết số dư dự phòng cuối năm,Dự phòng chung > 160.493 > 39.141 > (1.806) > 197.828 > 124.468 > 58.205 > (22.180) > 160.493 > 31/12/2016,Dự phòng cụ thể > 48.917 > 43.565 > - > 92.482 > 75.606 > (26.689) > - > 48.917 > 30/06/2015,numeric__Dự phòng chung > 160.493 > 39.141 > (1.806) > 197.828 > 124.468 > 58.205 > (22.180) > 160.493 > 31/12/2016,numeric__Dự phòng cụ thể > 48.917 > 43.565 > - > 92.482 > 75.606 > (26.689) > - > 48.917 > 30/06/2015
Dự phòng chung tin dụng khác đối với các TCTD trong nước,Dự phòng chung tin dụng khác đối với các TCTD trong nước,Dự phòng chung tin dụng khác đối với các TCTD trong nước,-,-,,
Dự phòng rủi ro cho vay khách hàng,Dự phòng chung tin dụng khác đối với các TCTD trong nước > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,290.310,209.410,290310.0,209410.0
+ Dự phòng chung,Dự phòng chung tin dụng khác đối với các TCTD trong nước > + Dự phòng chung,+ Dự phòng chung,197.828,160.493,197828.0,160493.0
+ Dự phòng cụ thể,Dự phòng chung tin dụng khác đối với các TCTD trong nước > + Dự phòng cụ thể,+ Dự phòng cụ thể,92.482,48.917,92482.0,48917.0
Cộng,Dự phòng chung tin dụng khác đối với các TCTD trong nước > Cộng,Cộng,290.310,209.410,290310.0,209410.0
