row_label_raw,row_label_full,"Phân tích chất lượng dư nợ cho vay, tiền gửi các TCTD khác",31/12/2016,01/01/2016,numeric__31/12/2016,numeric__01/01/2016
- Nợ đủ tiêu chuẩn,- Nợ đủ tiêu chuẩn,- Nợ đủ tiêu chuẩn,11.518.328,6.421.903,11518328.0,6421903.0
Tổng cộng,Tổng cộng,Tổng cộng,11.518.328,6.421.903,11518328.0,6421903.0
4. Cho vay khách hàng,4. Cho vay khách hàng,4. Cho vay khách hàng,,,,
,,,31/12/2016,01/01/2016,,
"Cho vay các tổ chức kinh tế, cá nhân trong nước","4. Cho vay khách hàng > Cho vay các tổ chức kinh tế, cá nhân trong nước","Cho vay các tổ chức kinh tế, cá nhân trong nước",25.098.067,20.274.307,25098067.0,20274307.0
Cho vay chiết khấu công cụ chuyển nhượng và các giấy tờ có giá,4. Cho vay khách hàng > Cho vay chiết khấu công cụ chuyển nhượng và các giấy tờ có giá,Cho vay chiết khấu công cụ chuyển nhượng và các giấy tờ có giá,26.180,9.284,26180.0,9284.0
"Cho vay bằng vốn tài trợ, ủy thác đầu tư","4. Cho vay khách hàng > Cho vay bằng vốn tài trợ, ủy thác đầu tư","Cho vay bằng vốn tài trợ, ủy thác đầu tư",227.970,147.850,227970.0,147850.0
Tổng cộng,4. Cho vay khách hàng > Tổng cộng,Tổng cộng,25.352.217,20.431.441,25352217.0,20431441.0
4.1. Phân tích chất lượng nợ cho vay,4.1. Phân tích chất lượng nợ cho vay,4.1. Phân tích chất lượng nợ cho vay,,,,
,,,31/12/2016,01/01/2016,,
Nợ đủ tiêu chuẩn,4.1. Phân tích chất lượng nợ cho vay > Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,23.493.409,19.422.339,23493409.0,19422339.0
Nợ cần chú ý,4.1. Phân tích chất lượng nợ cho vay > Nợ cần chú ý,Nợ cần chú ý,1.482.433,569.885,1482433.0,569885.0
Nợ dưới tiêu chuẩn,4.1. Phân tích chất lượng nợ cho vay > Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,150.144,156.676,150144.0,156676.0
Nợ nghi ngờ,4.1. Phân tích chất lượng nợ cho vay > Nợ nghi ngờ,Nợ nghi ngờ,22.298,29.278,22298.0,29278.0
Nợ có khả năng mất vốn,4.1. Phân tích chất lượng nợ cho vay > Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,203.933,253.263,203933.0,253263.0
Tổng cộng,4.1. Phân tích chất lượng nợ cho vay > Tổng cộng,Tổng cộng,25.352.217,20.431.441,25352217.0,20431441.0
4.2. Phân tích dư nợ theo thời gian,4.2. Phân tích dư nợ theo thời gian,4.2. Phân tích dư nợ theo thời gian,,,,
,,,31/12/2016,01/01/2016,,
Nợ ngắn hạn,4.2. Phân tích dư nợ theo thời gian > Nợ ngắn hạn,Nợ ngắn hạn,8.079.759,7.494.877,8079759.0,7494877.0
Nợ trung hạn,4.2. Phân tích dư nợ theo thời gian > Nợ trung hạn,Nợ trung hạn,8.855.917,6.984.459,8855917.0,6984459.0
Nợ dài hạn,4.2. Phân tích dư nợ theo thời gian > Nợ dài hạn,Nợ dài hạn,8.416.542,5.952.105,8416542.0,5952105.0
Tổng cộng,4.2. Phân tích dư nợ theo thời gian > Tổng cộng,Tổng cộng,25.352.217,20.431.441,25352217.0,20431441.0
