row_label_raw,row_label_full,Khoản mục,"Nhà cửa, vật kiến trúc",Máy móc thiết bị,Phương tiện vận tải truyền dẫn,Thiết bị dụng cụ quản lý,Tài sản cố định khác,Tổng cộng,"numeric__Nhà cửa, vật kiến trúc",numeric__Máy móc thiết bị,numeric__Phương tiện vận tải truyền dẫn,numeric__Thiết bị dụng cụ quản lý,numeric__Tài sản cố định khác,numeric__Tổng cộng
Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,,,,,,
Số dư đầu kỳ,Nguyên giá TSCĐ hữu hình > Số dư đầu kỳ,Số dư đầu kỳ,154.050,77.107,46.414,37.963,2.826,318.360,154050.0,77107.0,46414.0,37963.0,2826.0,318360.0
- Mua trong kỳ,Nguyên giá TSCĐ hữu hình > - Mua trong kỳ,- Mua trong kỳ,37,7.322,4.861,15.965,334,28.518,37.0,7322.0,4861.0,15965.0,334.0,28518.0
- Tăng khác,Nguyên giá TSCĐ hữu hình > - Tăng khác,- Tăng khác,59,-,48,1.775,-,1.882,59.0,,48.0,1775.0,,1882.0
"- Thanh lý, nhượng bán","Nguyên giá TSCĐ hữu hình > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,(3.061),(2.160),(1.432),(45),(6.698),,-3061.0,-2160.0,-1432.0,-45.0,-6698.0
- Giảm khác,Nguyên giá TSCĐ hữu hình > - Giảm khác,- Giảm khác,-,(1.351),-,(349),(992),(2.692),,-1351.0,,-349.0,-992.0,-2692.0
Số dư cuối kỳ,Nguyên giá TSCĐ hữu hình > Số dư cuối kỳ,Số dư cuối kỳ,154.145,80.017,49.163,53.922,2.123,339.370,154145.0,80017.0,49163.0,53922.0,2123.0,339370.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu kỳ,Giá trị hao mòn lũy kế > Số dư đầu kỳ,Số dư đầu kỳ,7.912,25.886,26.831,24.976,1.639,87.244,7912.0,25886.0,26831.0,24976.0,1639.0,87244.0
- Khấu hao trong kỳ,Giá trị hao mòn lũy kế > - Khấu hao trong kỳ,- Khấu hao trong kỳ,4.159,6.666,4.422,4.614,178,20.038,4159.0,6666.0,4422.0,4614.0,178.0,20038.0
- Tăng khác,Giá trị hao mòn lũy kế > - Tăng khác,- Tăng khác,-,-,28,1.413,-,1.441,,,28.0,1413.0,,1441.0
"- Thanh lý, nhượng bán","Giá trị hao mòn lũy kế > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,(2.715),(1.665),(1.078),(45),(5.502),,-2715.0,-1665.0,-1078.0,-45.0,-5502.0
- Giảm khác,Giá trị hao mòn lũy kế > - Giảm khác,- Giảm khác,-,(443),-,(302),(716),(1.461),,-443.0,,-302.0,-716.0,-1461.0
Số dư cuối kỳ,Giá trị hao mòn lũy kế > Số dư cuối kỳ,Số dư cuối kỳ,12.071,29.393,29.616,29.623,1.056,101.760,12071.0,29393.0,29616.0,29623.0,1056.0,101760.0
Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,,,,,,
Số dư đầu kỳ,Giá trị còn lại của TSCĐ hữu hình > Số dư đầu kỳ,Số dư đầu kỳ,146.136,51.222,19.583,12.988,1.188,231.116,146136.0,51222.0,19583.0,12988.0,1188.0,231116.0
Số dư cuối kỳ,Giá trị còn lại của TSCĐ hữu hình > Số dư cuối kỳ,Số dư cuối kỳ,142.074,50.624,19.547,24.299,1.067,237.610,142074.0,50624.0,19547.0,24299.0,1067.0,237610.0
,,,,,,31/12/2016,01/01/2016,,,,,,,
