row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,31/12/2016,01/01/2016,numeric__Thuyết minh,numeric__31/12/2016,numeric__01/01/2016
1. Bảo lãnh vay vốn,1. Bảo lãnh vay vốn,1. Bảo lãnh vay vốn,V.30,"1,640",-,,1.64,
2. Cam kết giao dịch hối doái,2. Cam kết giao dịch hối doái,2. Cam kết giao dịch hối doái,,"8,766,598","5,341,160",,,
2.1 Cam kết mua ngoại tệ,2. Cam kết giao dịch hối doái > 2.1 Cam kết mua ngoại tệ,2.1 Cam kết mua ngoại tệ,,"422,419","175,120",,422.419,175.12
2.2 Cam kết bán ngoại tệ,2. Cam kết giao dịch hối doái > 2.2 Cam kết bán ngoại tệ,2.2 Cam kết bán ngoại tệ,,"355,859","109,450",,355.859,109.45
2.3 Cam kết giao dịch hoán dối,2.3 Cam kết giao dịch hoán dối,2.3 Cam kết giao dịch hoán dối,,"7,988,320","5,056,590",,,
2.4 Cam kết giao dịch tương lai,2.4 Cam kết giao dịch tương lai,2.4 Cam kết giao dịch tương lai,,-,-,,,
3. Cam kết cho vay không hủy ngang,3. Cam kết cho vay không hủy ngang,3. Cam kết cho vay không hủy ngang,,-,-,,,
4. Cam kết trong nghiệp vụ L/C,3. Cam kết cho vay không hủy ngang > 4. Cam kết trong nghiệp vụ L/C,4. Cam kết trong nghiệp vụ L/C,,"303,816","298,838",,303.816,298.838
5. Bảo lãnh khác,5. Bảo lãnh khác,5. Bảo lãnh khác,,"3,453,605","2,078,517",,,
6. Các cam kết khác,5. Bảo lãnh khác > 6. Các cam kết khác,6. Các cam kết khác,,"75,278","189,297",,75.278,189.297
