row_label_raw,row_label_full,a. Chứng khoán Nợ,11.233.021,4.466.278,numeric__11.233.021,numeric__4.466.278
- Chứng khoán Chính phủ,- Chứng khoán Chính phủ,- Chứng khoán Chính phủ,10.183.021,4.466.278,10183021.0,4466278.0
- Chứng khoán do các TCTD khác trong nước phát hành,- Chứng khoán do các TCTD khác trong nước phát hành,- Chứng khoán do các TCTD khác trong nước phát hành,1.050.000,-,1050000.0,
Cộng,Cộng,Cộng,11.233.021,4.466.278,11233021.0,4466278.0
