row_label_raw,row_label_full,STT,Tên đơn vịnh đầu tư,Tổng vốn điều lệ của đơn vị nhận đầu tư,Cam kết góp vốn của Công ty > Số tiền,Cam kết góp vốn của Công ty > %,Cam kết góp vốn của Công ty > Cam kết góp vốn tại ngày 31 tháng 12 năm 2021,numeric__Tên đơn vịnh đầu tư,numeric__Tổng vốn điều lệ của đơn vị nhận đầu tư,numeric__Cam kết góp vốn của Công ty > Số tiền,numeric__Cam kết góp vốn của Công ty > %,numeric__Cam kết góp vốn của Công ty > Cam kết góp vốn tại ngày 31 tháng 12 năm 2021
1,1,1,Công ty TNHH BT Hà Đông,350.000.000.000,175.000.000.000,50,120.437.113.903,,350000000000.0,175000000000.0,50.0,120437113903.0
2,2,2,Công ty Hải Phát Thủ Đỏ,1.000.000.000.000,39.800.000.000,"19,9",9.800.000.000,,1000000000000.0,39800000000.0,19.9,9800000000.0
,,,TỔNG CỘNG,,214.800.000.000,,130.237.113.903,,,214800000000.0,,130237113903.0
