row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Công ty Châu Sơn,Công ty Châu Sơn,Công ty Châu Sơn,Công ty con gián tiếp,Hoàn trả tiền hợp tác đầu tư,134.334.160.000,-,,,134334160000.0,
Công ty Châu Sơn,Công ty Châu Sơn,Công ty Châu Sơn,Công ty con gián tiếp,Nhận tiền hợp tác đầu tư,162.540.797.843,102.300.000.000,,,162540797843.0,102300000000.0
Công ty Châu Sơn,Công ty Châu Sơn,Công ty Châu Sơn,Công ty con gián tiếp,Tiền trả mua sàn,41.224.038.717,-,,,41224038717.0,
Công ty Châu Sơn,Công ty Châu Sơn,Công ty Châu Sơn,Công ty con gián tiếp,thượng mại,,,,,,
Công ty Châu Sơn,Công ty Châu Sơn > Công ty Châu Sơn,Công ty Châu Sơn,Công ty con gián tiếp,Phải thu từ chuyển nhượng bất động sản,63.687.881.162,-,,,63687881162.0,
Công ty Châu Sơn,Công ty Châu Sơn > Công ty Châu Sơn,Công ty Châu Sơn,Công ty con gián tiếp,Bù trừ công nợ phải thu từ chuyển nhượng bất động sản với dòng tiền tập trung và hợp tác đầu tư,63.687.881.162,-,,,63687881162.0,
Công ty Châu Sơn,Công ty Châu Sơn > Công ty Châu Sơn,Công ty Châu Sơn,Công ty con gián tiếp,Bù trừ công nợ phải trả chuyển nhượng bất động sản với hợp tác đầu tư,58.789.487.678,16.469.448.530,,,58789487678.0,16469448530.0
Công ty Châu Sơn,Công ty Châu Sơn > Công ty Châu Sơn,Công ty Châu Sơn,Công ty con gián tiếp,Nhận tiền theo thỏa thuận quản lý vốn tập trung,16.000.000.000,64.140.000.000,,,16000000000.0,64140000000.0
Công ty Châu Sơn,Công ty Châu Sơn > Công ty Châu Sơn,Công ty Châu Sơn,Công ty con gián tiếp,Bù trừ công nợ phải thu theo thỏa thuận quản lý vốn tập trung và phí dịch vụ phải trả với phải thu theo hợp đồng hợp tác đầu tư,-,80.700.000.000,,,,80700000000.0
Công ty Châu Sơn,Công ty Châu Sơn > Công ty Châu Sơn,Công ty Châu Sơn,Công ty con gián tiếp,Phải thu phí dịch vụ,5.146.355.867,2.692.588.406,,,5146355867.0,2692588406.0
Công ty Châu Sơn,Công ty Châu Sơn > Công ty Châu Sơn,Công ty Châu Sơn,Công ty con gián tiếp,Phí dịch vụ đã thu,293.731.572,3.633.427.000,,,293731572.0,3633427000.0
Công ty Châu Sơn,Công ty Châu Sơn > Công ty Châu Sơn,Công ty Châu Sơn,Công ty con gián tiếp,Chuyển trả tiền quản lý vốn tập trung,2.083.609.994,-,,,2083609994.0,
Công ty Châu Sơn,Công ty Châu Sơn > Công ty Châu Sơn,Công ty Châu Sơn,Công ty con gián tiếp,Phải trả phí dịch vụ,2.078.176.834,2.696.935.313,,,2078176834.0,2696935313.0
Công ty Châu Sơn,Công ty Châu Sơn > Công ty Châu Sơn,Công ty Châu Sơn,Công ty con gián tiếp,Bù trừ phí dịch vụ phải thu với dòng tiền tập trung và hợp tác đầu tư,4.852.624.295,6.394.636.442,,,4852624295.0,6394636442.0
Công ty Châu Sơn,Công ty Châu Sơn > Công ty Châu Sơn,Công ty Châu Sơn,Công ty con gián tiếp,Phí dịch vụ đã trả,770.709.667,2.809.629.980,,,770709667.0,2809629980.0
Công ty Châu Sơn,Công ty Châu Sơn > Công ty Châu Sơn,Công ty Châu Sơn,Công ty con gián tiếp,Phải trả phí thuê mặt bằng,-,16.674.001.877,,,,16674001877.0
Công ty Châu Sơn,Công ty Châu Sơn > Công ty Châu Sơn,Công ty Châu Sơn,Công ty con gián tiếp,Phải trả lãi từ dòng tiền quản lý vốn tập trung,6.124.824,583.609.994,,,6124824.0,583609994.0
Công ty Châu Sơn,Công ty Châu Sơn > Công ty Châu Sơn,Công ty Châu Sơn,Công ty con gián tiếp,Phí thuê mặt bằng đã trả,-,18.576.086.022,,,,18576086022.0
