row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước thuếĐiều chỉnh cho các khoản:Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư,"13,14",201.391.640.616,387.927.157.980,,13.14,201391640616.0,387927157980.0
02,02,02,Lợi nhuận trước thuếĐiều chỉnh cho các khoản:Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư,"13,14",14.526.774.418,12.596.494.011,,13.14,14526774418.0,12596494011.0
03,03,03,Các khoản dự phòng,"13,14",-,8.494.680.001,,13.14,,8494680001.0
05,05,05,Lãi từ hoạt động đầu tư,"13,14",(468.578.675.100),(541.254.054.085),,13.14,-468578675100.0,-541254054085.0
06,06,06,Chỉ phí lãi vay và chi phí phát hành trái phiếu,28,215.995.316.022,216.800.581.571,,28.0,215995316022.0,216800581571.0
08,08,08,(Lỗ)/lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,,,,,,
09,09,09,Tăng các khoản phải thu(Tăng)/giảm hàng tồn kho,,(36.664.944.044)(146.968.922.602),84.564.859.478(233.741.988.955),,,,
10,09 > 10,10,Tăng các khoản phải thu(Tăng)/giảm hàng tồn kho,,(1.887.066.081.932),271.031.401.726,,,-1887066081932.0,271031401726.0
11,09 > 11,11,Tăng/(giảm) các khoản phải trả,,474.754.110.252,(777.756.189.250),,,474754110252.0,-777756189250.0
12,09 > 12,12,Giảm chỉ phí trả trước,,10.263.916.114,15.282.616.479,,,10263916114.0,15282616479.0
14,09 > 14,14,Tiền lãi vay đã trả,,(235.063.225.087),(211.810.154.759),,,-235063225087.0,-211810154759.0
15,09 > 15,15,Thuế thu nhập doanh nghiệpđã nộp,19,(50.121.174.492),(110.211.192.224),,19.0,-50121174492.0,-110211192224.0
17,09 > 17,17,Tiền chi khác từ hoạt động kinh doanh,,(8.740.863.000),(15.255.040.955),,,-8740863000.0,-15255040955.0
20,09 > 20,20,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,,(1.879.607.184.791),(977.895.688.460),,,-1879607184791.0,-977895688460.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,09 > 21,21,"Tiền chỉ để mua sắm, xây dựng tài sản cố định (TSCĐ) và các tài sản dài hạn khác",,(58.175.383.385),(25.649.814.581),,,-58175383385.0,-25649814581.0
22,22,22,"Tiền thu do thanh lý, nhượng bán TSCĐ",,,,,,,
23,22 > 23,23,Tiền chi cho vay,,226.987.221.522,280.000.000,,,226987221522.0,280000000.0
24,22 > 24,24,Tiền thu hồi cho vay,,(176.809.381.260),(52.962.938.866),,,-176809381260.0,-52962938866.0
25,22 > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,110.270.000.000,-,,,110270000000.0,
26,22 > 26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,(1.337.098.020.465),(1.277.991.495.525),,,-1337098020465.0,-1277991495525.0
27,22 > 27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,814.258.787.442,2.142.524.200.000,,,814258787442.0,2142524200000.0
,,,,,166.940.061.051,88.917.027.867,,,166940061051.0,88917027867.0
30,22 > 30,30,Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động đầu tư,,(253.626.715.095),875.116.978.895,,,-253626715095.0,875116978895.0
