row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,6.625.359.219.036,4.005.854.501.080,,,6625359219036.0,4005854501080.0
310,310,310,I. Nợ ngắn hạn,,3.635.434.989.153,2.043.868.574.148,,,3635434989153.0,2043868574148.0
311,311,311,1. Phải trả người bán ngắn hạn,18.1,202.480.418.938,299.031.702.810,,181.0,202480418938.0,299031702810.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,18.2,26.857.120.952,56.460.781.089,,182.0,26857120952.0,56460781089.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,19,452.270.434.262,57.019.937.516,,19.0,452270434262.0,57019937516.0
314,314,314,4. Phải trả người lao động,20,3.950.251.699,2.394.643.232,,20.0,3950251699.0,2394643232.0
315,315,315,5. Chi phí phải trả ngắn hạn,20,134.996.117.127,127.943.278.699,,20.0,134996117127.0,127943278699.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,21,11.473.526.304,10.627.914.482,,21.0,11473526304.0,10627914482.0
319,319,319,7. Phải trả ngắn hạn khác,22,420.359.276.575,281.177.606.066,,22.0,420359276575.0,281177606066.0
320,320,320,8. Vay ngắn hạn,23,2.332.241.011.419,1.178.167.594.694,,23.0,2332241011419.0,1178167594694.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",24,50.806.831.877,31.045.115.560,,24.0,50806831877.0,31045115560.0
330,330,330,II. Nợ dài hạn,,2.989.924.229.883,1.961.985.926.932,,,2989924229883.0,1961985926932.0
337,337,337,1. Phải trả dài hạn khác,22,778.475.249.888,1.145.234.129.871,,22.0,778475249888.0,1145234129871.0
338,338,338,2. Vay dài hạn,23,2.211.448.979.995,816.751.797.061,,23.0,2211448979995.0,816751797061.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.279.711.823.070,3.152.681.806.333,,,3279711823070.0,3152681806333.0
410,410,410,I. Vốn chủ sở hữu,25,3.279.711.823.070,3.152.681.806.333,,25.0,3279711823070.0,3152681806333.0
411,411,411,1. Vốn cổ phần,,3.041.685.810.000,2.644.945.820.000,,,3041685810000.0,2644945820000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.041.685.810.000,2.644.945.820.000,,,3041685810000.0,2644945820000.0
412,412,412,2. Thặng dư vốn cổ phần,,60.986.800.000,60.986.800.000,,,60986800000.0,60986800000.0
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,,177.039.213.070,446.749.186.333,,,177039213070.0,446749186333.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,27.671.737.016,114.576.197.399,,,27671737016.0,114576197399.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,149.367.476.054,332.172.988.934,,,149367476054.0,332172988934.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,9.905.071.042.106,7.158.536.307.413,,,9905071042106.0,7158536307413.0
