row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Phải thu từ hoạt động chuyển nhượng cổ phần,Phải thu từ hoạt động chuyển nhượng cổ phần,Phải thu từ hoạt động chuyển nhượng cổ phần,164.240.000.000,30.000.000.000,164240000000.0,30000000000.0
Phải thu từ hoạt động chuyển nhượng bất động sản,Phải thu từ hoạt động chuyển nhượng bất động sản,Phải thu từ hoạt động chuyển nhượng bất động sản,57.968.787.239,114.568.285.102,57968787239.0,114568285102.0
Phải thu từ hoạt động cho thuê và các hoạt động khác,Phải thu từ hoạt động cho thuê và các hoạt động khác,Phải thu từ hoạt động cho thuê và các hoạt động khác,828.623.155,1.417.222.101,828623155.0,1417222101.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,223.037.410.394,145.985.507.203,223037410394.0,145985507203.0
Trong đó:,Trong đó:,Trong đó:,,,,
Phải thu ngắn hạn từ khách hàng,Trong đó: > Phải thu ngắn hạn từ khách hàng,Phải thu ngắn hạn từ khách hàng,218.596.648.075,145.630.909.478,218596648075.0,145630909478.0
Phải thu ngắn hạn từ các bên liên quan(Thuyết minh số 33),Trong đó: > Phải thu ngắn hạn từ các bên liên quan(Thuyết minh số 33),Phải thu ngắn hạn từ các bên liên quan(Thuyết minh số 33),4.440.762.319,354.597.725,4440762319.0,354597725.0
Chi tiết các khoản phải thu ngắn hạn từ khách hàngchiếm trên 10% tổng phải thu:,Chi tiết các khoản phải thu ngắn hạn từ khách hàngchiếm trên 10% tổng phải thu:,Chi tiết các khoản phải thu ngắn hạn từ khách hàngchiếm trên 10% tổng phải thu:,,,,
Vũ Kim Tuấn,Chi tiết các khoản phải thu ngắn hạn từ khách hàngchiếm trên 10% tổng phải thu: > Vũ Kim Tuấn,Vũ Kim Tuấn,106.927.400.000,-,106927400000.0,
Xí nghiệp Xây dựng Tư nhân Số 1,Chi tiết các khoản phải thu ngắn hạn từ khách hàngchiếm trên 10% tổng phải thu: > Xí nghiệp Xây dựng Tư nhân Số 1,Xí nghiệp Xây dựng Tư nhân Số 1,30.000.000.000,30.000.000.000,30000000000.0,30000000000.0
Vũ Thu Hiên,Chi tiết các khoản phải thu ngắn hạn từ khách hàngchiếm trên 10% tổng phải thu: > Vũ Thu Hiên,Vũ Thu Hiên,27.312.600.000,-,27312600000.0,
Dự phòng phải thu khó đòi (Thuyết minh số 9),Chi tiết các khoản phải thu ngắn hạn từ khách hàngchiếm trên 10% tổng phải thu: > Dự phòng phải thu khó đòi (Thuyết minh số 9),Dự phòng phải thu khó đòi (Thuyết minh số 9),(30.000.000.000),(30.000.000.000),-30000000000.0,-30000000000.0
