row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Số cuối năm > Giá trị ghi sổ,Số đầu năm > Giá gốc,Số đầu năm > Dự phòng,Số đầu năm > Giá trị ghi sổ,numeric__Thuyết minh,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Số cuối năm > Giá trị ghi sổ,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Dự phòng,numeric__Số đầu năm > Giá trị ghi sổ
Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),17.1,3.180.999.534.370,-,3.180.999.534.370,3.184.599.534.370,-,3.184.599.534.370,171.0,3180999534370.0,,3180999534370.0,3184599534370.0,,3184599534370.0
Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),17.1,1.000.500.000.000,-,1.000.500.000.000,1.000.500.000.000,-,1.000.500.000.000,171.0,1000500000000.0,,1000500000000.0,1000500000000.0,,1000500000000.0
Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),17.1,750.000.000.000,-,750.000.000.000,750.000.000.000,-,750.000.000.000,171.0,750000000000.0,,750000000000.0,750000000000.0,,750000000000.0
Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),17.1,-,-,-,538.000.000.000,-,538.000.000.000,171.0,,,,538000000000.0,,538000000000.0
Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),17.1,525.499.534.370,-,525.499.534.370,525.499.534.370,-,525.499.534.370,171.0,525499534370.0,,525499534370.0,525499534370.0,,525499534370.0
Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),17.1,250.000.000.000,-,250.000.000.000,250.000.000.000,-,250.000.000.000,171.0,250000000000.0,,250000000000.0,250000000000.0,,250000000000.0
Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),17.1,645.000.000.000,-,645.000.000.000,120.000.000.000,-,120.000.000.000,171.0,645000000000.0,,645000000000.0,120000000000.0,,120000000000.0
Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),17.1,5.000.000.000,-,5.000.000.000,300.000.000,-,300.000.000,171.0,5000000000.0,,5000000000.0,300000000.0,,300000000.0
Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),Đầu tư vào công ty con- Công ty Ruby- Công ty Hải Phát – Bình Thuận- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty HPH Nha Trang- Công ty Heritage- Công ty Sapphire (**)- Công ty Topaz (***)- Công ty Diamond IC (***),17.1,5.000.000.000,-,5.000.000.000,300.000.000,-,300.000.000,171.0,5000000000.0,,5000000000.0,300000000.0,,300000000.0
"Đầu tư góp vốn vào công ty liên doanh, liên kết- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty TNHH BT Hà Đông","Đầu tư góp vốn vào công ty liên doanh, liên kết- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty TNHH BT Hà Đông","Đầu tư góp vốn vào công ty liên doanh, liên kết- Công ty ĐT và KD BĐS Hải Phát (*)- Công ty TNHH BT Hà Đông",17.2,400.862.886.097,-,400.862.886.097,51.902.886.097,-,51.902.886.097,172.0,400862886097.0,,400862886097.0,51902886097.0,,51902886097.0
