row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị ghi số,Đơn vị tính: VND > Số đầu năm,Đơn vị tính: VND > Số đầu năm_1,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị ghi số,numeric__Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số đầu năm_1
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,329.009.184.546,329.009.184.546,262.469.803.286,262.469.803.286,329009184546.0,329009184546.0,262469803286.0,262469803286.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,329.009.184.546,329.009.184.546,262.469.803.286,262.469.803.286,329009184546.0,329009184546.0,262469803286.0,262469803286.0
