row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
- Chi phí môi giới,Chi phí bán hàng > - Chi phí môi giới,- Chi phí môi giới,4.620.787.281,29.951.955.930,4620787281.0,29951955930.0
- Chi phí nhân viên,Chi phí bán hàng > - Chi phí nhân viên,- Chi phí nhân viên,3.826.659.366,3.194.021.977,3826659366.0,3194021977.0
"- Chi phí quảng cáo, khuyến mại","Chi phí bán hàng > - Chi phí quảng cáo, khuyến mại","- Chi phí quảng cáo, khuyến mại",1.777.030.469,538.996.705,1777030469.0,538996705.0
- Chi phí bán hàng khác,Chi phí bán hàng > - Chi phí bán hàng khác,- Chi phí bán hàng khác,539.300.903,20.401.542,539300903.0,20401542.0
,,,10.763.778.019,33.705.376.154,10763778019.0,33705376154.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
- Chi phí nhân viên,Chi phí quản lý doanh nghiệp > - Chi phí nhân viên,- Chi phí nhân viên,31.863.971.458,35.377.496.849,31863971458.0,35377496849.0
- Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > - Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,20.172.426.414,25.719.993.810,20172426414.0,25719993810.0
- Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp > - Chi phí quản lý doanh nghiệp khác,- Chi phí quản lý doanh nghiệp khác,11.332.689.938,9.985.481.322,11332689938.0,9985481322.0
- Trích lập dự phòng,Chi phí quản lý doanh nghiệp > - Trích lập dự phòng,- Trích lập dự phòng,-,8.494.680.001,,8494680001.0
,,,63.369.087.810,79.577.651.982,63369087810.0,79577651982.0
TỔNG CÔNG,Chi phí quản lý doanh nghiệp > TỔNG CÔNG,TỔNG CÔNG,74.132.865.829,113.283.028.136,74132865829.0,113283028136.0
