row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2022Triệu VND,2021Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__2022Triệu VND,numeric__2021Triệu VND
LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,01,,3.524.490,1.692.277,1.0,,3524490.0,1692277.0
Khấu hao và phân bổ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,,1.451.929,1.492.420,2.0,,1451929.0,1492420.0
Các khoản dự phòng,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,,25.679,143.814,3.0,,25679.0,143814.0
Lãi từ các hoạt động đầu tư,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ các hoạt động đầu tư,Lãi từ các hoạt động đầu tư,05,,(545.292),(348.545),5.0,,-545292.0,-348545.0
Chi phí lãi vay và chi phí phát hànhtrái phiếu,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay và chi phí phát hànhtrái phiếu,Chi phí lãi vay và chi phí phát hànhtrái phiếu,06,,359.155,486.176,6.0,,359155.0,486176.0
Lợi nhuận từ hoạt động kinh doanh trướcnhững thay đổi vốn lưu động,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanh trướcnhững thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trướcnhững thay đổi vốn lưu động,08,,4.815.961,3.466.142,8.0,,4815961.0,3466142.0
Biến động các khoản phải thuvà tài sản khác,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thuvà tài sản khác,Biến động các khoản phải thuvà tài sản khác,09,,(214.005),(380.981),9.0,,-214005.0,-380981.0
Biến động hàng tồn kho,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,,(502.634),(52.343),10.0,,-502634.0,-52343.0
Biến động các khoản phải trả vànợ phải trả khác,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải trả vànợ phải trả khác,Biến động các khoản phải trả vànợ phải trả khác,11,,1.614.418,(366.521),11.0,,1614418.0,-366521.0
Biến động chi phí trả trước,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Biến động chi phí trả trước,Biến động chi phí trả trước,12,,(167.974),142.473,12.0,,-167974.0,142473.0
,,,,,5.545.766,2.808.770,,,5545766.0,2808770.0
Tiền lãi vay đã trả,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(314.988),(519.699),14.0,,-314988.0,-519699.0
Thuế thu nhập doanh nghiệp đã nộp,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(159.095),(583.752),15.0,,-159095.0,-583752.0
Lưu chuyển tiền thuần từ hoạt độngkinh doanh,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt độngkinh doanh,Lưu chuyển tiền thuần từ hoạt độngkinh doanh,20,,5.071.683,1.705.319,20.0,,5071683.0,1705319.0
LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
