row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2022Triệu VND,1/1/2022Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022Triệu VND,numeric__1/1/2022Triệu VND
Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 260),Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 260),Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 260),200,,32.166.438,31.046.908,200.0,,32166438.0,31046908.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,8.222,6.110,210.0,,8222.0,6110.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,9(b),8.222,6.110,216.0,,8222.0,6110.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,418.007,438.775,220.0,,418007.0,438775.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,13,407.364,426.476,221.0,13.0,407364.0,426476.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,628.672,619.021,222.0,,628672.0,619021.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(221.308),(192.545),223.0,,-221308.0,-192545.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,14,10.643,12.299,227.0,14.0,10643.0,12299.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,63.007,54.443,228.0,,63007.0,54443.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(52.364),(42.144),229.0,,-52364.0,-42144.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,15,26.514.396,26.268.764,230.0,15.0,26514396.0,26268764.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,35.199.059,33.609.120,231.0,,35199059.0,33609120.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(8.684.663),(7.340.356),232.0,,-8684663.0,-7340356.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,699.496,1.255.909,240.0,,699496.0,1255909.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,16,699.496,1.255.909,242.0,16.0,699496.0,1255909.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,4.526.317,3.077.350,260.0,,4526317.0,3077350.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,17(b),477.603,395.287,261.0,,477603.0,395287.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,18,74.337,16.032,262.0,18.0,74337.0,16032.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,268,12,3.785.350,2.404.420,268.0,12.0,3785350.0,2404420.0
Lợi thế thương mại,Lợi thế thương mại,Lợi thế thương mại,269,19,189.027,261.611,269.0,19.0,189027.0,261611.0
TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),270,,42.701.088,37.873.488,270.0,,42701088.0,37873488.0
