row_label_raw,row_label_full,Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,31/12/2022Triệu VND,1/1/2022Triệu VND,numeric__31/12/2022Triệu VND,numeric__1/1/2022Triệu VND
▪ Tiền gửi ngân hàng có kỳ hạn,▪ Tiền gửi ngân hàng có kỳ hạn,▪ Tiền gửi ngân hàng có kỳ hạn,97.426,90.424,97426.0,90424.0
▪ Trái phiếu,▪ Trái phiếu,▪ Trái phiếu,-,100.000,,100000.0
,,,97.426,190.424,97426.0,190424.0
