row_label_raw,row_label_full,"Cổ tức nhận được trong năm từ góp vốn, mua cổ phần.",Năm 2022 > 3.488,Năm 2021 > 106.916,numeric__Năm 2022 > 3.488,numeric__Năm 2021 > 106.916
"Từ góp vốn, đầu tư dài hạn","Từ góp vốn, đầu tư dài hạn","Từ góp vốn, đầu tư dài hạn",3.488,-,3488.0,
Thu nhập từ bán cổ phần,Thu nhập từ bán cổ phần,Thu nhập từ bán cổ phần,-,106.916,,106916.0
Tổng cộng,Tổng cộng,Tổng cộng,3.488,106.916,3488.0,106916.0
