row_label_raw,row_label_full,Khoản mục,"Nhà cửa, vật kiến trúc",Máy móc thiết bị,Phương tiện vận tải truyền dẫn,Thiết bị dụng cụ quản lý,Tài sản cố định khác,Tổng cộng,"numeric__Nhà cửa, vật kiến trúc",numeric__Máy móc thiết bị,numeric__Phương tiện vận tải truyền dẫn,numeric__Thiết bị dụng cụ quản lý,numeric__Tài sản cố định khác,numeric__Tổng cộng
Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,,,,,,
Số dư đầu năm,Nguyên giá TSCĐ hữu hình > Số dư đầu năm,Số dư đầu năm,1.039.394,71.479,56.421,48.830,16.248,1.232.372,1039394.0,71479.0,56421.0,48830.0,16248.0,1232372.0
- Mua trong năm,Nguyên giá TSCĐ hữu hình > - Mua trong năm,- Mua trong năm,-,9.788,-,5.737,2.445,17.970,,9788.0,,5737.0,2445.0,17970.0
- Đầu tư xây dựng cơ bản hoàn thành,Nguyên giá TSCĐ hữu hình > - Đầu tư xây dựng cơ bản hoàn thành,- Đầu tư xây dựng cơ bản hoàn thành,39.082,-,-,-,-,39.082,39082.0,,,,,39082.0
- Tăng do điều chuyển,Nguyên giá TSCĐ hữu hình > - Tăng do điều chuyển,- Tăng do điều chuyển,-,239,1.106,-,71,1.416,,239.0,1106.0,,71.0,1416.0
- Tăng do điều chỉnh,Nguyên giá TSCĐ hữu hình > - Tăng do điều chỉnh,- Tăng do điều chỉnh,149,210,-,3,30,392,149.0,210.0,,3.0,30.0,392.0
"- Thanh lý, nhượng bán","Nguyên giá TSCĐ hữu hình > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,(117),(33),(157),(1.018),(1.325),,-117.0,-33.0,-157.0,-1018.0,-1325.0
- Giảm do điều chuyển,Nguyên giá TSCĐ hữu hình > - Giảm do điều chuyển,- Giảm do điều chuyển,-,(577),(1.106),(32),(164),(1.879),,-577.0,-1106.0,-32.0,-164.0,-1879.0
- Giảm do điều chỉnh,Nguyên giá TSCĐ hữu hình > - Giảm do điều chỉnh,- Giảm do điều chỉnh,(149),(210),,(3),(30),(392),-149.0,-210.0,,-3.0,-30.0,-392.0
Số dư cuối năm,Nguyên giá TSCĐ hữu hình > Số dư cuối năm,Số dư cuối năm,1.078.476,80.812,56.388,54.378,17.582,1.287.636,1078476.0,80812.0,56388.0,54378.0,17582.0,1287636.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,335.606,68.052,51.586,34.686,11.094,501.024,335606.0,68052.0,51586.0,34686.0,11094.0,501024.0
- Hao mòn trong năm,Giá trị hao mòn lũy kế > - Hao mòn trong năm,- Hao mòn trong năm,42.759,2.409,1.472,4.926,1.738,53.304,42759.0,2409.0,1472.0,4926.0,1738.0,53304.0
- Hao mòn trong năm (công ty con),Giá trị hao mòn lũy kế > - Hao mòn trong năm (công ty con),- Hao mòn trong năm (công ty con),-,84,104,11,33,232,,84.0,104.0,11.0,33.0,232.0
- Tăng do điều chuyển,Giá trị hao mòn lũy kế > - Tăng do điều chuyển,- Tăng do điều chuyển,-,-,741,-,-,741,,,741.0,,,741.0
- Tăng do điều chỉnh,Giá trị hao mòn lũy kế > - Tăng do điều chỉnh,- Tăng do điều chỉnh,11,17,11,-,8,47,11.0,17.0,11.0,,8.0,47.0
"- Thanh lý, nhượng bán","Giá trị hao mòn lũy kế > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,(117),(33),(157),(1.011),(1.318),,-117.0,-33.0,-157.0,-1011.0,-1318.0
- Giảm do điều chuyển,Giá trị hao mòn lũy kế > - Giảm do điều chuyển,- Giảm do điều chuyển,-,(339),(741),(33),(93),(1.206),,-339.0,-741.0,-33.0,-93.0,-1206.0
- Giảm do điều chỉnh,Giá trị hao mòn lũy kế > - Giảm do điều chỉnh,- Giảm do điều chỉnh,(11),(17),(11),(1),(7),(47),-11.0,-17.0,-11.0,-1.0,-7.0,-47.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,378.365,70.089,53.129,39.432,11.762,552.777,378365.0,70089.0,53129.0,39432.0,11762.0,552777.0
Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,,,,,,
Số dư đầu năm,Giá trị còn lại của TSCĐ hữu hình > Số dư đầu năm,Số dư đầu năm,703.788,3.427,4.835,14.144,5.154,731.348,703788.0,3427.0,4835.0,14144.0,5154.0,731348.0
Số dư cuối năm,Giá trị còn lại của TSCĐ hữu hình > Số dư cuối năm,Số dư cuối năm,700.111,10.723,3.259,14.946,5.820,734.859,700111.0,10723.0,3259.0,14946.0,5820.0,734859.0
