row_label_raw,row_label_full,col_0,Năm nayVND,Kỳ trướcVND,numeric__Năm nayVND,numeric__Kỳ trướcVND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,15.463.973.323.593,9.911.028.810.411,15463973323593.0,9911028810411.0
Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,13.564.916.942.377,7.703.470.480.664,13564916942377.0,7703470480664.0
Công ty Cổ phần Kinh doanh Khí Miền Nam,Công ty Cổ phần Kinh doanh Khí Miền Nam,Công ty Cổ phần Kinh doanh Khí Miền Nam,793.396.952.424,703.075.958.206,793396952424.0,703075958206.0
Công ty Cổ phần Kinh doanh Khí Miền Bắc,Công ty Cổ phần Kinh doanh Khí Miền Bắc,Công ty Cổ phần Kinh doanh Khí Miền Bắc,524.990.208.996,580.624.729.362,524990208996.0,580624729362.0
Công ty Kinh doanh Sản phẩm khí,Công ty Kinh doanh Sản phẩm khí,Công ty Kinh doanh Sản phẩm khí,373.261.641.531,640.528.759.475,373261641531.0,640528759475.0
Công ty Cổ phần Nhà và Thương mại Dầu khí,Công ty Cổ phần Nhà và Thương mại Dầu khí,Công ty Cổ phần Nhà và Thương mại Dầu khí,91.392.759.358,136.163.607.448,91392759358.0,136163607448.0
Tổng Công ty Cổ phần Vận tải Dầu khí - Chỉ nhánh Quảng Ngãi,Tổng Công ty Cổ phần Vận tải Dầu khí - Chỉ nhánh Quảng Ngãi,Tổng Công ty Cổ phần Vận tải Dầu khí - Chỉ nhánh Quảng Ngãi,84.331.191.229,45.381.394.695,84331191229.0,45381394695.0
Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí - CTCP,Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí - CTCP,Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí - CTCP,30.236.913.901,100.873.549.784,30236913901.0,100873549784.0
Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,1.043.608.050,601.880.504,1043608050.0,601880504.0
Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,345.321.182,-,345321182.0,
Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty Cổ phần Phân bón Dầu khí Cà Mau,57.784.545,246.720.000,57784545.0,246720000.0
Công ty Cổ phần Vận tải Dầu khí Phương Đông Việt,Công ty Cổ phần Vận tải Dầu khí Phương Đông Việt,Công ty Cổ phần Vận tải Dầu khí Phương Đông Việt,-,61.730.273,,61730273.0
