row_label_raw,row_label_full,col_0,Số đầu năm > Giá trịVND,Số đầu năm > Số có khả năng trả nợVND,Trong năm > TăngVND,Trong năm > GiảmVND,Số cuối năm > Giá trịVND,Số cuối năm > Số có khả năng trả nợVND,numeric__Số đầu năm > Giá trịVND,numeric__Số đầu năm > Số có khả năng trả nợVND,numeric__Trong năm > TăngVND,numeric__Trong năm > GiảmVND,numeric__Số cuối năm > Giá trịVND,numeric__Số cuối năm > Số có khả năng trả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,-,-,13.328.000.892.845,12.928.000.892.845,400.000.000.000,400.000.000.000,,,13328000892845.0,12928000892845.0,400000000000.0,400000000000.0
Ngân hàng BNP Paribas - Chi nhánh Hà Nội,Ngân hàng BNP Paribas - Chi nhánh Hà Nội,Ngân hàng BNP Paribas - Chi nhánh Hà Nội,-,-,780.000.000.000,780.000.000.000,-,-,,,780000000000.0,780000000000.0,,
Ngân hàng TMCP Đầu tư & Phát triển Việt Nam - Chí nhánh Quảng Ngãi,Ngân hàng TMCP Đầu tư & Phát triển Việt Nam - Chí nhánh Quảng Ngãi,Ngân hàng TMCP Đầu tư & Phát triển Việt Nam - Chí nhánh Quảng Ngãi,-,-,1.410.557.460.733,1.410.557.460.733,-,-,,,1410557460733.0,1410557460733.0,,
Ngân hàng Hồng Kông và Thượng Hải - Chi nhánh Hà Nội,Ngân hàng Hồng Kông và Thượng Hải - Chi nhánh Hà Nội,Ngân hàng Hồng Kông và Thượng Hải - Chi nhánh Hà Nội,-,-,2.340.000.000.000,2.340.000.000.000,-,-,,,2340000000000.0,2340000000000.0,,
Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Quảng Ngãi,Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Quảng Ngãi,Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Quảng Ngãi,-,-,1.675.000.000.000,1.675.000.000.000,-,-,,,1675000000000.0,1675000000000.0,,
Ngân hàng TMCP Phát triển TP.Hộ Chí Minh - Hội số,Ngân hàng TMCP Phát triển TP.Hộ Chí Minh - Hội số,Ngân hàng TMCP Phát triển TP.Hộ Chí Minh - Hội số,-,-,3.765.044.242.219,3.765.044.242.219,-,-,,,3765044242219.0,3765044242219.0,,
Ngân hàng TMCP Quản đội,Ngân hàng TMCP Quản đội,Ngân hàng TMCP Quản đội,-,-,1.800.000.000.000,1.800.000.000.000,-,-,,,1800000000000.0,1800000000000.0,,
Ngân hàng TNHH một thành viên ANZ (Việt Nam),Ngân hàng TNHH một thành viên ANZ (Việt Nam),Ngân hàng TNHH một thành viên ANZ (Việt Nam),-,-,127.599.189.893,127.599.189.893,-,-,,,127599189893.0,127599189893.0,,
Ngân hàng TMCP Xuất Nhập Khẩu Việt Nam - Chi nhánh Long Biên,Ngân hàng TMCP Xuất Nhập Khẩu Việt Nam - Chi nhánh Long Biên,Ngân hàng TMCP Xuất Nhập Khẩu Việt Nam - Chi nhánh Long Biên,-,-,1.429.800.000.000,1.029.800.000.000,400.000.000.000,400.000.000.000,,,1429800000000.0,1029800000000.0,400000000000.0,400000000000.0
Nợ dài hạn đến hạn trả (xem Thuyết minh số 19),Nợ dài hạn đến hạn trả (xem Thuyết minh số 19),Nợ dài hạn đến hạn trả (xem Thuyết minh số 19),2.291.723.317.194,2.291.723.317.194,1.932.666.010.000,4.224.389.327.194,-,-,2291723317194.0,2291723317194.0,1932666010000.0,4224389327194.0,,
,,,2.291.723.317.194,2.291.723.317.194,15.260.666.902.845,17.152.390.220.039,400.000.000.000,400.000.000.000,2291723317194.0,2291723317194.0,15260666902845.0,17152390220039.0,400000000000.0,400000000000.0
