row_label_raw,row_label_full,col_0,Năm nay,Kỳ trước,numeric__Năm nay,numeric__Kỳ trước
,,,VND,VND,,
Giá trị hàng mua và dịch vụ cung cấp,Giá trị hàng mua và dịch vụ cung cấp,Giá trị hàng mua và dịch vụ cung cấp,53.213.274.276.062,32.462.265.174.454,53213274276062.0,32462265174454.0
Tổng Công ty Dầu Việt Nam - Công ty Cố phần (*),Tổng Công ty Dầu Việt Nam - Công ty Cố phần (*),Tổng Công ty Dầu Việt Nam - Công ty Cố phần (*),47.268.273.589.266,28.895.209.512.892,47268273589266.0,28895209512892.0
Công ty TNHH NN MTV - Tổng Công ty Thẩm dò Khai thác Dầu khí (Lô 01 & 02 - Điều hành Dầu khí),Công ty TNHH NN MTV - Tổng Công ty Thẩm dò Khai thác Dầu khí (Lô 01 & 02 - Điều hành Dầu khí),Công ty TNHH NN MTV - Tổng Công ty Thẩm dò Khai thác Dầu khí (Lô 01 & 02 - Điều hành Dầu khí),2.102.825.226.565,688.686.607.403,2102825226565.0,688686607403.0
Công ty TNHH NN MTV - Tổng Công ty Thẩm dò Khai thác Dầu khí,Công ty TNHH NN MTV - Tổng Công ty Thẩm dò Khai thác Dầu khí,Công ty TNHH NN MTV - Tổng Công ty Thẩm dò Khai thác Dầu khí,1.299.009.748.855,1.444.304.108.284,1299009748855.0,1444304108284.0
Tổng Công ty Cố phần Vận tải Dầu khí,Tổng Công ty Cố phần Vận tải Dầu khí,Tổng Công ty Cố phần Vận tải Dầu khí,1.282.983.079.618,688.190.283.080,1282983079618.0,688190283080.0
Công ty TNHH NN MTV - Tổng Công ty Thẩm dò Khai thác Dầu khí (Lô 01/97 & 02/97),Công ty TNHH NN MTV - Tổng Công ty Thẩm dò Khai thác Dầu khí (Lô 01/97 & 02/97),Công ty TNHH NN MTV - Tổng Công ty Thẩm dò Khai thác Dầu khí (Lô 01/97 & 02/97),624.027.081.610,145.609.915.227,624027081610.0,145609915227.0
Công ty Cố phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Công ty Cố phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Công ty Cố phần Dịch vụ Dầu khí Quảng Ngãi PTSC,240.444.022.955,153.852.960.192,240444022955.0,153852960192.0
Công ty Cố phần Nhà và Thương mại Dầu khí,Công ty Cố phần Nhà và Thương mại Dầu khí,Công ty Cố phần Nhà và Thương mại Dầu khí,171.623.014.517,95.890.517.398,171623014517.0,95890517398.0
Công ty Cố phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,Công ty Cố phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,Công ty Cố phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,84.893.179.436,54.150.028.080,84893179436.0,54150028080.0
Công ty Cố phần Dịch vụ Bảo về An ninh Dầu khí Việt Nam,Công ty Cố phần Dịch vụ Bảo về An ninh Dầu khí Việt Nam,Công ty Cố phần Dịch vụ Bảo về An ninh Dầu khí Việt Nam,37.909.959.309,20.926.492.820,37909959309.0,20926492820.0
Công ty Cố phần Vận tải Sản phẩm khí Quốc tế,Công ty Cố phần Vận tải Sản phẩm khí Quốc tế,Công ty Cố phần Vận tải Sản phẩm khí Quốc tế,34.302.966.076,229.595.955.753,34302966076.0,229595955753.0
Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí,Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí,Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí,23.652.459.215,27.092.269.146,23652459215.0,27092269146.0
Công ty Cố phần Vận tải Xăng dầu Phương Nam,Công ty Cố phần Vận tải Xăng dầu Phương Nam,Công ty Cố phần Vận tải Xăng dầu Phương Nam,14.777.377.414,-,14777377414.0,
Viện Dầu khí Việt Nam - Chi nhánh Hà Nội,Viện Dầu khí Việt Nam - Chi nhánh Hà Nội,Viện Dầu khí Việt Nam - Chi nhánh Hà Nội,8.941.483.653,12.462.261.176,8941483653.0,12462261176.0
Công ty Cố phần Bảo Dương Và Sửa Chữa Công Trình Dầu khí - Chi Nhánh Giải Pháp Công Nghệ Kiểm Tra Không Phú Hủy Dầu khí Việt Nam (PV NDT),Công ty Cố phần Bảo Dương Và Sửa Chữa Công Trình Dầu khí - Chi Nhánh Giải Pháp Công Nghệ Kiểm Tra Không Phú Hủy Dầu khí Việt Nam (PV NDT),Công ty Cố phần Bảo Dương Và Sửa Chữa Công Trình Dầu khí - Chi Nhánh Giải Pháp Công Nghệ Kiểm Tra Không Phú Hủy Dầu khí Việt Nam (PV NDT),7.436.037.913,-,7436037913.0,
Công ty Cố phần Xăng dầu Dầu khí PVOil Miền Trung,Công ty Cố phần Xăng dầu Dầu khí PVOil Miền Trung,Công ty Cố phần Xăng dầu Dầu khí PVOil Miền Trung,3.071.283.652,1.650.864.290,3071283652.0,1650864290.0
Chi nhánh Tổng Công ty Cố phần Dịch vụ kỹ thuật Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,Chi nhánh Tổng Công ty Cố phần Dịch vụ kỹ thuật Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,Chi nhánh Tổng Công ty Cố phần Dịch vụ kỹ thuật Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,2.895.489.851,292.011.200,2895489851.0,292011200.0
Công ty Cố phần Vận tải Dầu khí Đông Dương,Công ty Cố phần Vận tải Dầu khí Đông Dương,Công ty Cố phần Vận tải Dầu khí Đông Dương,2.033.380.880,122.043.000,2033380880.0,122043000.0
Công ty Cố phần Xăng dầu Dầu khí Hà Nội,Công ty Cố phần Xăng dầu Dầu khí Hà Nội,Công ty Cố phần Xăng dầu Dầu khí Hà Nội,1.306.368.132,-,1306368132.0,
Công ty Cố phần Dầu nhơn PVOil,Công ty Cố phần Dầu nhơn PVOil,Công ty Cố phần Dầu nhơn PVOil,1.174.036.600,-,1174036600.0,
Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Quảng Ngãi,Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Quảng Ngãi,Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Quảng Ngãi,699.381.420,-,699381420.0,
Công ty Cố phần Hóa dầu và Xơ sợi Dầu khí,Công ty Cố phần Hóa dầu và Xơ sợi Dầu khí,Công ty Cố phần Hóa dầu và Xơ sợi Dầu khí,300.000.000,-,300000000.0,
Công ty Cố phần Đào tạo Kỹ thuật PVD,Công ty Cố phần Đào tạo Kỹ thuật PVD,Công ty Cố phần Đào tạo Kỹ thuật PVD,296.000.000,335.000.000,296000000.0,335000000.0
Chi nhánh Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí tại Hö Chí Minh,Chi nhánh Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí tại Hö Chí Minh,Chi nhánh Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí tại Hö Chí Minh,248.784.125,-,248784125.0,
Công ty Cố phần Chứng khoán Dầu khí,Công ty Cố phần Chứng khoán Dầu khí,Công ty Cố phần Chứng khoán Dầu khí,100.000.000,198.409.091,100000000.0,198409091.0
Công ty Cố phần Quản lý và Khai thác Tài sản Dầu khí,Công ty Cố phần Quản lý và Khai thác Tài sản Dầu khí,Công ty Cố phần Quản lý và Khai thác Tài sản Dầu khí,50.325.000,-,50325000.0,
Công ty TNHH Dịch vụ Kỹ thuật Dầu khí biển PVD,Công ty TNHH Dịch vụ Kỹ thuật Dầu khí biển PVD,Công ty TNHH Dịch vụ Kỹ thuật Dầu khí biển PVD,-,1.598.085.000,,1598085000.0
Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,-,1.538.837.640,,1538837640.0
Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cố phần,Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cố phần,Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cố phần,-,223.145.400,,223145400.0
Trường Đại học Dầu khí Việt Nam,Trường Đại học Dầu khí Việt Nam,Trường Đại học Dầu khí Việt Nam,-,170.000.000,,170000000.0
