row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,26.763.219.059.007,23.913.177.428.533,,100.0,,26763219059007.0,23913177428533.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,8.319.298.565.883,5.740.507.130.037,,110.0,4.0,8319298565883.0,5740507130037.0
1.,1.,1.,Tiền,111,,384.668.870.374,905.877.434.528,,111.0,,384668870374.0,905877434528.0
2.,2.,2.,Các khoản tương đương tiền,112,,7.934.629.695.509,4.834.629.695.509,,112.0,,7934629695509.0,4834629695509.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,2.000.000.000,2.000.000.000,,120.0,5.0,2000000000.0,2000000000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,2.000.000.000,2.000.000.000,,123.0,,2000000000.0,2000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,9.920.309.508.712,8.911.615.191.594,,130.0,,9920309508712.0,8911615191594.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,9.756.155.809.041,8.749.427.049.423,,131.0,6.0,9756155809041.0,8749427049423.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,110.941.745.898,124.038.077.821,,132.0,7.0,110941745898.0,124038077821.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,51.098.609.976,33.902.094.807,,136.0,8.0,51098609976.0,33902094807.0
4.,4.,4.,Tài sản thiếu chờ xử lý,139,,2.113.343.797,4.247.969.543,,139.0,,2113343797.0,4247969543.0
IV.,IV.,IV.,Hàng tồn kho,140,9,8.475.333.350.140,9.188.786.184.058,,140.0,9.0,8475333350140.0,9188786184058.0
1.,1.,1.,Hàng tồn kho,141,,8.493.105.831.582,9.442.448.591.737,,141.0,,8493105831582.0,9442448591737.0
2.,2.,2.,Dự phỏng giảm giả hàng tồn kho,149,,(17.772.481.442),(253.662.407.679),,149.0,,-17772481442.0,-253662407679.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,46.277.634.272,70.268.922.844,,150.0,,46277634272.0,70268922844.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,10,43.469.758.885,16.218.538.206,,151.0,10.0,43469758885.0,16218538206.0
2.,2.,2.,Thuế giá trị gia tàng được khấu trừ,152,,1.271.726,31.214.090,,152.0,,1271726.0,31214090.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,13,2.806.603.661,54.019.170.548,,153.0,13.0,2806603661.0,54019170548.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,25.454.993.387.089,27.934.095.552.799,,200.0,,25454993387089.0,27934095552799.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,542.434.551.736,525.170.152.590,,210.0,,542434551736.0,525170152590.0
1.,1.,1.,Trả trước cho người bán dài hạn,212,7,533.509.547.749,521.395.822.590,,212.0,7.0,533509547749.0,521395822590.0
2.,2.,2.,Phải thu về cho vay dài hạn,215,,8.925.003.987,3.774.330.000,,215.0,,8925003987.0,3774330000.0
II.,II.,II.,Tài sản cố định,220,,23.395.129.591.839,25.768.388.710.070,,220.0,,23395129591839.0,25768388710070.0
1.,1.,1.,Tài sản cố định hữu hình,221,11,23.047.317.847.387,25.361.124.799.236,,221.0,11.0,23047317847387.0,25361124799236.0
,,,- Nguyễn giá,222,,45.337.089.884.008,45.151.243.189.444,,222.0,,45337089884008.0,45151243189444.0
,,,- Giá trị hao mòn lũy kê,223,,(22.289.772.036.621),(19.790.118.390.208),,223.0,,-22289772036621.0,-19790118390208.0
2.,2.,2.,Tài sản cố định vô hình,227,12,347.811.744.452,407.263.910.834,,227.0,12.0,347811744452.0,407263910834.0
,,,- Nguyên giá,228,,794.978.812.522,769.088.948.251,,228.0,,794978812522.0,769088948251.0
,,,- Giá trị hao mòn lũy kê,229,,(447.167.068.070),(361.825.037.417),,229.0,,-447167068070.0,-361825037417.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,1.022.876.740.788,986.737.352.963,,240.0,,1022876740788.0,986737352963.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,14,1.022.876.740.788,986.737.352.963,,242.0,14.0,1022876740788.0,986737352963.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,250,5,229.803.304.387,313.480.888.331,,250.0,5.0,229803304387.0,313480888331.0
1.,1.,1.,Đầu tư vào công ty con,251,,351.664.874.292,351.664.874.292,,251.0,,351664874292.0,351664874292.0
2.,2.,2.,Đầu tư góp vốn vào đơn vị khác,253,,11.244.000.000,11.244.000.000,,253.0,,11244000000.0,11244000000.0
3.,3.,3.,Dự phòng đầu tư tài chính dài hạn,254,,(133.105.569.905),(49.427.985.961),,254.0,,-133105569905.0,-49427985961.0
V.,V.,V.,Tài sản dài hạn khác,260,,264.749.198.339,340.318.448.845,,260.0,,264749198339.0,340318448845.0
1.,1.,1.,Chi phí trả trước dài hạn,261,10,264.749.198.339,340.318.448.845,,261.0,10.0,264749198339.0,340318448845.0
,,,TỔNG CÔNG TÀI SẢN (270=100+200),270,,52.218.212.446.096,51.847.272.981.332,,270.0,,52218212446096.0,51847272981332.0
