row_label_raw,row_label_full,Tập đoàn Dầu khí Việt Nam ứng trả hộ nợvay trước hạn (i) > Lợi nhuận còn phải trả Tập đoàn Dầu khíViệt Nam,Số cuối nămVND > 1.925.894.960.000 > 917.747.535.419,Số đầu nămVND > - > 1.423.992.623.305,numeric__Số cuối nămVND > 1.925.894.960.000 > 917.747.535.419,numeric__Số đầu nămVND > - > 1.423.992.623.305
Phải trả tiền bán cố phần,Phải trả tiền bán cố phần,Phải trả tiền bán cố phần,9.211.577.795,9.211.577.795,9211577795.0,9211577795.0
"Nhận ký quỹ, ký cược ngăn hạn","Nhận ký quỹ, ký cược ngăn hạn","Nhận ký quỹ, ký cược ngăn hạn",4.199.260.710,6.457.497.195,4199260710.0,6457497195.0
Ban quản lý Dự án Nhà máy Lộc dầu DungQuất,Ban quản lý Dự án Nhà máy Lộc dầu DungQuất,Ban quản lý Dự án Nhà máy Lộc dầu DungQuất,1.118.996.642,170.383.701.042,1118996642.0,170383701042.0
Phải trả ngăn hạn khác,Phải trả ngăn hạn khác,Phải trả ngăn hạn khác,11.480.526.342,8.246.591.051,11480526342.0,8246591051.0
,,,2.869.652.856.908,1.618.291.990.388,2869652856908.0,1618291990388.0
Trong đó: Phải trả khác cho các bên liênquan (chi tiết tại Thuyết minh số 34),Trong đó: Phải trả khác cho các bên liênquan (chi tiết tại Thuyết minh số 34),Trong đó: Phải trả khác cho các bên liênquan (chi tiết tại Thuyết minh số 34),2.846.136.260.431,1.595.592.303.815,2846136260431.0,1595592303815.0
