row_label_raw,row_label_full,Trong vòng một năm,Số cuối nămVND > -,Số đầu nămVND > 2.291.723.317.194,numeric__Số cuối nămVND > -,numeric__Số đầu nămVND > 2.291.723.317.194
Trong nằm thứ hai,Trong nằm thứ hai,Trong nằm thứ hai,1.925.894.960.000,1.929.645.080.000,1925894960000.0,1929645080000.0
Từ nằm thứ ba đến nằm thứ năm,Từ nằm thứ ba đến nằm thứ năm,Từ nằm thứ ba đến nằm thứ năm,2.888.102.920.000,4.823.371.740.000,2888102920000.0,4823371740000.0
,,,4.813.997.880.000,9.044.740.137.194,4813997880000.0,9044740137194.0
Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phân vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phân vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phân vay ngắn hạn),-,2.291.723.317.194,,2291723317194.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,4.813.997.880.000,6.753.016.820.000,4813997880000.0,6753016820000.0
