row_label_raw,row_label_full,Másố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Másố,Másố,Másố,,Thuyếtminh,2020VND,2019VND,,,,
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,Másố > 31,31,"Tiền thu từ phát hành cổ phiếu, nhận vốn gópcủa chủ sở hữu",,668.326.860.000,205.939.730.000,,,668326860000.0,205939730000.0
32,Másố > 32,32,"Tiền chỉ trả vốn góp cho các chủ sở hữu, mua lại cổphiếu đã phát hành",,(1.508.355.000),(82.000.000),,,-1508355000.0,-82000000.0
33,Másố > 33,33,Tiền thu đi vay,,30.262.787.111.740,20.460.412.729.964,,,30262787111740.0,20460412729964.0
34,Másố > 34,34,Tiền chỉ trả nợ gốc vay,,(17.390.409.779.888),(16.150.195.525.803),,,-17390409779888.0,-16150195525803.0
36,Másố > 36,36,"Tiền chỉ trả cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(49.516.473.359),(19.719.873.178),,,-49516473359.0,-19719873178.0
40,Másố > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,13.489.679.363.493,4.496.355.060.983,,,13489679363493.0,4496355060983.0
50,Másố > 50,50,Lưu chuyển tiền thuần trong năm,,5.093.535.142.471,(5.833.211.362.829),,,5093535142471.0,-5833211362829.0
60,Másố > 60,60,Tiền và tương đương tiền đầu năm,4,6.466.219.516.377,12.315.170.763.611,,4.0,6466219516377.0,12315170763611.0
61,Másố > 61,61,Ảnh hưởng của thay đổi tỷ giá hối doái quy đốingoại tệ,,(967.103.176),(15.739.884.405),,,-967103176.0,-15739884405.0
70,Másố > 70,70,Tiền và tương đương tiền cuối năm,4,11.558.787.555.672,6.466.219.516.377,,4.0,11558787555672.0,6466219516377.0
