row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2020VND,2019VND,,,,
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,,4.649.022.346.311,4.272.235.676.472,,,4649022346311.0,4272235676472.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,"Khấu hao tài sản cố định (""TSCĐ""), bất động sändầu tư, phân bổ lợi thế thương mại và lãi từ giaodịch mua rè",,736.177.431.407,(2.750.422.518.755),,,736177431407.0,-2750422518755.0
03,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Các khoản dự phòng,,5.192.553.925,152.077.733.090,,,5192553925.0,152077733090.0
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,(Lãi)/lỗ chênh lệch tỷ giá hối đoái,,(27.868.814.565),4.193.535.205,,,-27868814565.0,4193535205.0
05,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,Lãi từ hoạt động đầu tư,,(6.091.949.021.258),(974.173.763.255),,,-6091949021258.0,-974173763255.0
06,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,Chi phí lãi vay và phát hành trái phiếu,,578.300.666.760,1.186.691.999.092,,,578300666760.0,1186691999092.0
08,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,(Lỗ)/lợi nhuận từ hoạt động kinh doanh trướcnhững thay đổi vốn lưu động,,(151.124.837.420),1.890.602.661.849,,,-151124837420.0,1890602661849.0
09,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,(Tăng)/giảm các khoản phải thu,,(14.437.175.827.623),1.262.582.829.809,,,-14437175827623.0,1262582829809.0
10,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,(Tăng)/giảm hàng tồn kho,,(14.079.277.627.374),2.487.766.869.299,,,-14079277627374.0,2487766869299.0
11,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,Tăng các khoản phải trả,,28.866.405.419.147,937.271.650.485,,,28866405419147.0,937271650485.0
12,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,(Tăng)/giảm chi phí trả trước,,(215.741.856.085),119.120.886.872,,,-215741856085.0,119120886872.0
14,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,Tiền lãi vay đã trả,,(3.153.979.701.397),(2.649.633.213.153),,,-3153979701397.0,-2649633213153.0
15,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,Thuế TNDN đã nộp,,(314.609.953.451),(971.247.780.944),,,-314609953451.0,-971247780944.0
20,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(3.485.504.384.203),3.076.463.904.217,,,-3485504384203.0,3076463904217.0
