row_label_raw,row_label_full,"Số dư đầu năm > Đầu tư thêm trong năm > Chuyển từ công ty con sang công ty liên kết(Thuyết minh 1(ix), 1(xi))",Năm tài chính kết thúc ngày31.12.2020VND > 5.694.610.841.185 > 480.000.000 > 1.391.145.565.872,Năm tài chính kết thúc ngày31.12.2019VND > 7.694.964.022.477 > 604.283.000.000 > -,numeric__Năm tài chính kết thúc ngày31.12.2020VND > 5.694.610.841.185 > 480.000.000 > 1.391.145.565.872,numeric__Năm tài chính kết thúc ngày31.12.2019VND > 7.694.964.022.477 > 604.283.000.000 > -
Lỗ từ các công ty liên kết,Lỗ từ các công ty liên kết,Lỗ từ các công ty liên kết,(2.552.533.101),(9.578.783.868),-2552533101.0,-9578783868.0
Chuyển từ công ty liên kết sang công ty conGiải thể công ty liên kết,Chuyển từ công ty liên kết sang công ty conGiải thể công ty liên kết,Chuyển từ công ty liên kết sang công ty conGiải thể công ty liên kết,(5.436.080.847.927),(2.583.098.255.939),-5436080847927.0,-2583098255939.0
Chuyển từ công ty liên kết sang công ty conGiải thể công ty liên kết,Chuyển từ công ty liên kết sang công ty conGiải thể công ty liên kết,Chuyển từ công ty liên kết sang công ty conGiải thể công ty liên kết,-,(9.559.141.485),,-9559141485.0
Cổ tức nhận được,Cổ tức nhận được,Cổ tức nhận được,(2.400.000.000),(2.400.000.000),-2400000000.0,-2400000000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.645.203.026.029,5.694.610.841.185,1645203026029.0,5694610841185.0
