row_label_raw,row_label_full,col_0,31.12.2020VND,31.12.2019VND,numeric__31.12.2020VND,numeric__31.12.2019VND
Trái phiếu ngắn hạn,Trái phiếu ngắn hạn,Trái phiếu ngắn hạn,Trái phiếu ngắn hạn,Trái phiếu ngắn hạn,,
Loại phát hành bằng mệnh giá,Loại phát hành bằng mệnh giá,Loại phát hành bằng mệnh giá,Loại phát hành bằng mệnh giá,Loại phát hành bằng mệnh giá,,
Ngân hàng TMCP Tiến Phong (i),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Tiến Phong (i),Ngân hàng TMCP Tiến Phong (i),700.000.000.000,800.000.000.000,700000000000.0,800000000000.0
Công ty Cổ phần Chứng khoán MB (ii),Loại phát hành bằng mệnh giá > Công ty Cổ phần Chứng khoán MB (ii),Công ty Cổ phần Chứng khoán MB (ii),480.000.000.000,-,480000000000.0,
Công ty Cổ phần Chứng khoán MB (iii),Loại phát hành bằng mệnh giá > Công ty Cổ phần Chứng khoán MB (iii),Công ty Cổ phần Chứng khoán MB (iii),410.000.000.000,-,410000000000.0,
Công ty Cổ phần Chứng khoán MB (iv),Loại phát hành bằng mệnh giá > Công ty Cổ phần Chứng khoán MB (iv),Công ty Cổ phần Chứng khoán MB (iv),400.000.000.000,-,400000000000.0,
Công ty Cổ phần Chứng khoán MB (v),Loại phát hành bằng mệnh giá > Công ty Cổ phần Chứng khoán MB (v),Công ty Cổ phần Chứng khoán MB (v),300.000.000.000,-,300000000000.0,
Công ty TNHH Chứng khoán Yuanta (vi),Loại phát hành bằng mệnh giá > Công ty TNHH Chứng khoán Yuanta (vi),Công ty TNHH Chứng khoán Yuanta (vi),256.700.000.000,-,256700000000.0,
Ngân hàng TMCP Quân Đội - Chi nhánhBắc Sài Gòn (vii),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Quân Đội - Chi nhánhBắc Sài Gòn (vii),Ngân hàng TMCP Quân Đội - Chi nhánhBắc Sài Gòn (vii),214.000.000.000,-,214000000000.0,
Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánhSài Gòn (viii),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánhSài Gòn (viii),Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánhSài Gòn (viii),200.000.000.000,200.000.000.000,200000000000.0,200000000000.0
Ngân hàng TMCP Tiên Phong (ix),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Tiên Phong (ix),Ngân hàng TMCP Tiên Phong (ix),140.000.000.000,60.000.000.000,140000000000.0,60000000000.0
Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánhSài Gòn (x),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánhSài Gòn (x),Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánhSài Gòn (x),75.000.000.000,-,75000000000.0,
Ngân hàng TMCP Quân Đội - Chi nhánhBắc Sài Gòn (xi),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Quân Đội - Chi nhánhBắc Sài Gòn (xi),Ngân hàng TMCP Quân Đội - Chi nhánhBắc Sài Gòn (xi),65.700.000.000,-,65700000000.0,
Ngân hàng TMCP Quân Đội - Chi nhánhBắc Sài Gòn (xii),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Quân Đội - Chi nhánhBắc Sài Gòn (xii),Ngân hàng TMCP Quân Đội - Chi nhánhBắc Sài Gòn (xii),-,570.900.000.000,,570900000000.0
Công ty Cổ phần Chứng khoán MB,Loại phát hành bằng mệnh giá > Công ty Cổ phần Chứng khoán MB,Công ty Cổ phần Chứng khoán MB,-,400.000.000.000,,400000000000.0
Tập đoàn Bảo Việt,Loại phát hành bằng mệnh giá > Tập đoàn Bảo Việt,Tập đoàn Bảo Việt,-,200.000.000.000,,200000000000.0
Ngân hàng TMCP Công Thương Việt Nam- Chi nhánh TP.HCM,Loại phát hành bằng mệnh giá > Ngân hàng TMCP Công Thương Việt Nam- Chi nhánh TP.HCM,Ngân hàng TMCP Công Thương Việt Nam- Chi nhánh TP.HCM,-,146.000.000.000,,146000000000.0
Tổng Công ty Cổ phần Bảo hiểm Ngân hàng TMCPCông Thương Việt Nam,Loại phát hành bằng mệnh giá > Tổng Công ty Cổ phần Bảo hiểm Ngân hàng TMCPCông Thương Việt Nam,Tổng Công ty Cổ phần Bảo hiểm Ngân hàng TMCPCông Thương Việt Nam,-,100.000.000.000,,100000000000.0
Công ty TNHH Vàng bạc đá quý Ngân hàng TMCPCông Thương Việt Nam,Loại phát hành bằng mệnh giá > Công ty TNHH Vàng bạc đá quý Ngân hàng TMCPCông Thương Việt Nam,Công ty TNHH Vàng bạc đá quý Ngân hàng TMCPCông Thương Việt Nam,-,100.000.000.000,,100000000000.0
,,,3.241.400.000.000,2.576.900.000.000,3241400000000.0,2576900000000.0
