row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2020 VND,Tại ngày 31 tháng 12 năm > 2019 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2020 VND,numeric__Tại ngày 31 tháng 12 năm > 2019 VND
100,100,100,TÀI SẢN NGÂN HẠN,,114.203.561.614.442,71.194.821.173.128,,,114203561614442.0,71194821173128.0
110,110,110,Tiền và các khoản tương đương tiền,4,11.558.787.555.672,6.466.219.516.377,,4.0,11558787555672.0,6466219516377.0
111,111,111,Tiền,,7.069.734.042.545,1.951.125.604.251,,,7069734042545.0,1951125604251.0
112,112,112,Các khoản tương đương tiền,,4.489.053.513.127,4.515.093.912.126,,,4489053513127.0,4515093912126.0
120,120,120,Đầu tư tài chính ngắn hạn,,721.829.853.961,466.222.941.609,,,721829853961.0,466222941609.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,5(a)(i),721.829.853.961,466.222.941.609,,,721829853961.0,466222941609.0
130,130,130,Các khoản phải thu ngắn hạn,,13.797.994.628.756,5.894.052.885.444,,,13797994628756.0,5894052885444.0
131,131,131,Phải thu ngắn hạn của khách hàng,6,1.252.610.948.704,1.076.689.087.366,,6.0,1252610948704.0,1076689087366.0
132,132,132,Trả trước cho người bán ngắn hạn,7,1.466.925.680.402,833.905.092.647,,7.0,1466925680402.0,833905092647.0
135,135,135,Phải thu về cho vay ngắn hạn,8(a),3.019.394.229.338,768.720.953.764,,,3019394229338.0,768720953764.0
136,136,136,Phải thu ngắn hạn khác,9(a),8.069.327.416.090,3.225.001.397.445,,,8069327416090.0,3225001397445.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,10,(10.263.645.778),(10.263.645.778),,10.0,-10263645778.0,-10263645778.0
140,140,140,Hàng tồn kho,11(a),86.864.906.421.772,57.205.793.200.220,,,86864906421772.0,57205793200220.0
141,141,141,Hàng tồn kho,,86.867.908.152.180,57.209.437.130.190,,,86867908152180.0,57209437130190.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(3.001.730.408),(3.643.929.970),,,-3001730408.0,-3643929970.0
150,150,150,Tài sản ngắn hạn khác,,1.260.043.154.281,1.162.532.629.478,,,1260043154281.0,1162532629478.0
151,151,151,Chi phí trả trước ngắn hạn,12(a),108.660.292.416,75.480.339.169,,,108660292416.0,75480339169.0
152,152,152,"Thuế Giá trị gia tăng (""GTGT"") được khấu trừ",20(a),1.100.087.503.087,978.926.176.534,,,1100087503087.0,978926176534.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,20(a),51.295.358.778,108.126.113.775,,,51295358778.0,108126113775.0
