row_label_raw,row_label_full,col_0,Năm 2017,Năm 2016,numeric__Năm 2017,numeric__Năm 2016
,,,VND,VND,,
Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,4.076.763.652.003,2.145.496.749.447,4076763652003.0,2145496749447.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Doanh thu bán thành phẩm,Trong đó: > - Doanh thu bán thành phẩm,- Doanh thu bán thành phẩm,3.001.353.856.645,1.818.239.968.392,3001353856645.0,1818239968392.0
- Doanh thu bán hàng hóa,Trong đó: > - Doanh thu bán hàng hóa,- Doanh thu bán hàng hóa,1.058.434.779.361,326.510.366.055,1058434779361.0,326510366055.0
- Doanh thu cung cấp dịch vụ,Trong đó: > - Doanh thu cung cấp dịch vụ,- Doanh thu cung cấp dịch vụ,16.975.015.997,746.415.000,16975015997.0,746415000.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,7.155.348.862,1.726.940.597,7155348862.0,1726940597.0
- Chiết khấu thương mại,- Chiết khấu thương mại,- Chiết khấu thương mại,-,-,,
- Giảm giá hàng bán,- Chiết khấu thương mại > - Giảm giá hàng bán,- Giảm giá hàng bán,1.282.946.569,722.995.006,1282946569.0,722995006.0
- Hàng bán bị trả lại,- Chiết khấu thương mại > - Hàng bán bị trả lại,- Hàng bán bị trả lại,5.872.402.293,1.003.945.591,5872402293.0,1003945591.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ,- Chiết khấu thương mại > Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,4.069.608.303.141,2.143.769.808.850,4069608303141.0,2143769808850.0
