row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2017,01/01/2017,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2017,numeric__01/01/2017
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,5.6,88.265.512.909,51.025.438.748,136.0,56.0,88265512909.0,51025438748.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,,-,(698.710.353),137.0,,,-698710353.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,,536.681.725.193,450.591.281.857,140.0,,536681725193.0,450591281857.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,5.7,536.681.725.193,450.591.281.857,141.0,57.0,536681725193.0,450591281857.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,85.076.164.747,48.810.812.359,150.0,,85076164747.0,48810812359.0
1. Chỉ phí trả trước ngắn hạn,1. Chỉ phí trả trước ngắn hạn,1. Chỉ phí trả trước ngắn hạn,151,5.12,18.897.599.281,21.275.206.737,151.0,512.0,18897599281.0,21275206737.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,65.917.582.112,27.535.605.622,152.0,,65917582112.0,27535605622.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,5.8,260.983.354,-,153.0,58.0,260983354.0,
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,2.433.440.579.906,1.715.969.509.727,200.0,,2433440579906.0,1715969509727.0
I. Tài sản cố định,I. Tài sản cố định,I. Tài sản cố định,220,,2.299.486.571.152,1.434.278.060.008,220.0,,2299486571152.0,1434278060008.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,5.9,2.202.974.097.676,1.338.477.950.662,221.0,59.0,2202974097676.0,1338477950662.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,2.707.435.817.410,1.703.369.654.599,222.0,,2707435817410.0,1703369654599.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(504.461.719.734),(364.891.703.937),223.0,,-504461719734.0,-364891703937.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,5.10,96.512.473.476,95.800.109.346,227.0,510.0,96512473476.0,95800109346.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,103.445.820.433,100.838.674.433,228.0,,103445820433.0,100838674433.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(6.933.346.957),(5.038.565.087),229.0,,-6933346957.0,-5038565087.0
II. Tài sản dở dang dài hạn,II. Tài sản dở dang dài hạn,II. Tài sản dở dang dài hạn,240,,98.121.103.897,214.999.542.284,240.0,,98121103897.0,214999542284.0
1. Chỉ phí xây dựng cơ bản dở dang,1. Chỉ phí xây dựng cơ bản dở dang,1. Chỉ phí xây dựng cơ bản dở dang,242,5.11,98.121.103.897,214.999.542.284,242.0,511.0,98121103897.0,214999542284.0
III. Đầu tư tài chính dài hạn,III. Đầu tư tài chính dài hạn,III. Đầu tư tài chính dài hạn,250,,-,44.338.667.000,250.0,,,44338667000.0
"1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết",252,,-,44.338.667.000,252.0,,,44338667000.0
IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,260,,35.832.904.857,22.353.240.435,260.0,,35832904857.0,22353240435.0
1. Chỉ phí trả trước dài hạn,1. Chỉ phí trả trước dài hạn,1. Chỉ phí trả trước dài hạn,261,5.12,35.612.756.095,22.332.919.192,261.0,512.0,35612756095.0,22332919192.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,,220.148.762,20.321.243,262.0,,220148762.0,20321243.0
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,4.576.157.128.799,3.077.615.978.737,270.0,,4576157128799.0,3077615978737.0
