row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2017,01/01/2017,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2017,numeric__01/01/2017
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,2.142.716.548.893,1.361.646.469.010,100.0,,2142716548893.0,1361646469010.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,5.1,509.577.636.533,406.676.809.154,110.0,51.0,509577636533.0,406676809154.0
1. Tiền,1. Tiền,1. Tiền,111,,120.809.634.969,121.149.572.757,111.0,,120809634969.0,121149572757.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,388.768.001.564,285.527.236.397,112.0,,388768001564.0,285527236397.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,50.000.000.000,-,120.0,,50000000000.0,
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,5.2,50.000.000.000,-,123.0,52.0,50000000000.0,
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,961.381.022.420,455.567.565.640,130.0,,961381022420.0,455567565640.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,5.3,417.516.053.153,221.225.458.631,131.0,53.0,417516053153.0,221225458631.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,5.4,325.870.456.358,184.015.378.614,132.0,54.0,325870456358.0,184015378614.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,5.5,129.729.000.000,-,135.0,55.0,129729000000.0,
