row_label_raw,row_label_full,CHỈ TIỀU,Mã số,Thuyết minh,Năm 2017,Năm 2016,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2017,numeric__Năm 2016
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,,4.076.763.652.003,2.145.496.749.447,1.0,,4076763652003.0,2145496749447.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,7.155.348.862,1.726.940.597,2.0,,7155348862.0,1726940597.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,6.1,4.069.608.303.141,2.143.769.808.850,10.0,61.0,4069608303141.0,2143769808850.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,6.2,3.519.223.197.973,1.836.734.397.150,11.0,62.0,3519223197973.0,1836734397150.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,550.385.105.168,307.035.411.700,20.0,,550385105168.0,307035411700.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,6.3,55.775.260.107,30.198.848.862,21.0,63.0,55775260107.0,30198848862.0
7. Chi phí hoạt động tài chính,7. Chi phí hoạt động tài chính,7. Chi phí hoạt động tài chính,22,6.4,95.052.847.758,53.927.481.929,22.0,64.0,95052847758.0,53927481929.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,80.592.049.351,27.284.472.139,23.0,,80592049351.0,27284472139.0
"8. Lãi/(lỗ) trong công ty liên kết, liên doanh","8. Lãi/(lỗ) trong công ty liên kết, liên doanh","8. Lãi/(lỗ) trong công ty liên kết, liên doanh",24,,-,1.751.339.799,24.0,,,1751339799.0
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,6.5,105.724.321.494,56.882.135.462,25.0,65.0,105724321494.0,56882135462.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,6.5,79.322.555.685,62.622.750.100,26.0,65.0,79322555685.0,62622750100.0
11 Lợi nhuận thuần từ hoạt động kinh doanh,11 Lợi nhuận thuần từ hoạt động kinh doanh,11 Lợi nhuận thuần từ hoạt động kinh doanh,30,,326.060.640.338,165.553.232.870,30.0,,326060640338.0,165553232870.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,,2.388.598.927,8.081.453.308,31.0,,2388598927.0,8081453308.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,,394.931.990,7.037.904.139,32.0,,394931990.0,7037904139.0
14. Lợi nhuận khác,14. Lợi nhuận khác,14. Lợi nhuận khác,40,,1.993.666.937,1.043.549.169,40.0,,1993666937.0,1043549169.0
15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,50,,328.054.307.275,166.596.782.039,50.0,,328054307275.0,166596782039.0
16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,51,6.6,64.433.475.421,23.692.445.025,51.0,66.0,64433475421.0,23692445025.0
17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,52,,256.725.898,(20.680.603),52.0,,256725898.0,-20680603.0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,263.364.105.956,142.925.017.617,60.0,,263364105956.0,142925017617.0
- Lợi nhuận sau thuế của công ty mẹ,- Lợi nhuận sau thuế của công ty mẹ,- Lợi nhuận sau thuế của công ty mẹ,61,,223.342.661.746,141.985.475.965,61.0,,223342661746.0,141985475965.0
- Lợi nhuận sau thuế của cổ đông không kiểm soát,- Lợi nhuận sau thuế của cổ đông không kiểm soát,- Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,40.021.444.210,939.541.652,62.0,,40021444210.0,939541652.0
19. Lãi cơ bản trên cổ phiếu,19. Lãi cơ bản trên cổ phiếu,19. Lãi cơ bản trên cổ phiếu,70,6.8,3.426,2.611,70.0,68.0,3426.0,2611.0
20. Lãi suy giảm trên cổ phiếu,20. Lãi suy giảm trên cổ phiếu,20. Lãi suy giảm trên cổ phiếu,71,6.8,3.426,1.757,71.0,68.0,3426.0,1757.0
