row_label_raw,row_label_full,1. Bà Nguyễn Thị Giang,Trường Ban kiểm soát,numeric__Trường Ban kiểm soát
2. Bà Vũ Thị Minh Nguyệt,2. Bà Vũ Thị Minh Nguyệt,2. Bà Vũ Thị Minh Nguyệt,Ủy viên,
3. Bà Văn Thị Lan Anh,3. Bà Văn Thị Lan Anh,3. Bà Văn Thị Lan Anh,Ủy viên,
