row_label_raw,row_label_full,col_0,Năm 2017VND,Năm 2016VND,numeric__Năm 2017VND,numeric__Năm 2016VND
Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ,Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ,Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ,Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ,Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ,,
"Chi phí nguyên liệu, vật liệu","Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ > Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",16.849.854.253,9.775.605.888,16849854253.0,9775605888.0
Chi phí nhân công,Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ > Chi phí nhân công,Chi phí nhân công,21.873.460.175,19.308.222.468,21873460175.0,19308222468.0
Chi phí khấu hao tài sản cố định,Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,13.812.684.093,9.142.907.605,13812684093.0,9142907605.0
Chi phí dịch vụ mua ngoài,Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,13.417.035.573,13.385.117.512,13417035573.0,13385117512.0
Chi phí khác bằng tiền,Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ > Chi phí khác bằng tiền,Chi phí khác bằng tiền,13.369.521.591,10.941.422.893,13369521591.0,10941422893.0
Chi phí dự phòng phải thu khó đòi,Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ > Chi phí dự phòng phải thu khó đòi,Chi phí dự phòng phải thu khó đòi,-,69.473.734,,69473734.0
Cộng,Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ > Cộng,Cộng,79.322.555.685,62.622.750.100,79322555685.0,62622750100.0
Các khoản chi phí bán hàng phát sinh trong kỳ,Các khoản chi phí bán hàng phát sinh trong kỳ,Các khoản chi phí bán hàng phát sinh trong kỳ,Các khoản chi phí bán hàng phát sinh trong kỳ,Các khoản chi phí bán hàng phát sinh trong kỳ,,
"Chi phí nguyên liệu, vật liệu","Các khoản chi phí bán hàng phát sinh trong kỳ > Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",2.853.004.241,2.145.408.690,2853004241.0,2145408690.0
Chi phí nhân công,Các khoản chi phí bán hàng phát sinh trong kỳ > Chi phí nhân công,Chi phí nhân công,8.502.643.296,3.184.599.230,8502643296.0,3184599230.0
Chi phí khấu hao tài sản cố định,Các khoản chi phí bán hàng phát sinh trong kỳ > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,8.783.031.908,5.123.931.485,8783031908.0,5123931485.0
Chi phí dịch vụ mua ngoài,Các khoản chi phí bán hàng phát sinh trong kỳ > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,75.541.555.828,41.675.359.527,75541555828.0,41675359527.0
Chi phí khác bằng tiền,Các khoản chi phí bán hàng phát sinh trong kỳ > Chi phí khác bằng tiền,Chi phí khác bằng tiền,10.044.086.221,4.752.836.530,10044086221.0,4752836530.0
Cộng,Các khoản chi phí bán hàng phát sinh trong kỳ > Cộng,Cộng,105.724.321.494,56.882.135.462,105724321494.0,56882135462.0
