row_label_raw,row_label_full,Mã số,CHỈ TIẾU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIẾU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Tổng lợi nhuận (lỗ) kế toán trước thuế Điều chỉnh cho các khoản:,,7.661.792.184,(111.405.244.342),,,7661792184.0,-111405244342.0
02,02,02,Khấu hao và hao mòn (bao gồm phân bổ lợi thế thương mại),"13, 14, 19",63.511.198.075,65.884.310.804,,,63511198075.0,65884310804.0
03,03,03,(Hoàn nhập dự phòng) các khoản dự phòng,,(31.012.169.427),16.461.618.575,,,-31012169427.0,16461618575.0
04,04,04,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,127.298.809,303.366.824,,,127298809.0,303366824.0
05,05,05,(Lãi) lỗ từ hoạt động đầu tư,,(76.080.191.676),11.315.450.263,,,-76080191676.0,11315450263.0
06,06,06,Chi phí lãi vay,29,69.430.390.299,66.458.028.654,,29.0,69430390299.0,66458028654.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,33.638.318.264,49.017.530.778,,,33638318264.0,49017530778.0
09,09,09,Giảm (tăng) các khoản phải thu,,110.802.164.144,(52.342.301.499),,,110802164144.0,-52342301499.0
10,10,10,Giảm hàng tồn kho,,35.174.609.225,203.295.266.504,,,35174609225.0,203295266504.0
11,11,11,Giảm các khoản phải trả,,(225.729.255.562),(159.526.657.501),,,-225729255562.0,-159526657501.0
12,12,12,Giảm chi phí trả trước,,4.482.906.390,4.244.793.324,,,4482906390.0,4244793324.0
14,14,14,Tiền lãi vay đã trả,,(40.277.326.519),(6.542.224.063),,,-40277326519.0,-6542224063.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,,(65.577.808),(149.412.845),,,-65577808.0,-149412845.0
20,20,20,Lưu chuyển tiền thuần (sử dụng vào) từ hoạt động kinh doanh,,(81.974.161.866),37.996.994.698,,,-81974161866.0,37996994698.0
,,,II. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chỉ để mua sắm và xây dựng tài sản cố định (""TSCĐ"")",,(89.715.444.364),(396.652.712.490),,,-89715444364.0,-396652712490.0
22,22,22,Tiền thu từ thanh lý TSCĐ,,-,2.328.208.790,,,,2328208790.0
23,23,23,Tiền chỉ cho vay và tiền gửi kỳ hạn,,(77.369.861.055),(63.814.527.439),,,-77369861055.0,-63814527439.0
24,24,24,Tiền thu hồi cho vay và tiền gửi kỳ hạn,,111.898.620.140,26.512.136.000,,,111898620140.0,26512136000.0
25,25,25,Tiền chỉ đầu tư góp vốn vào đơn vị khác,,-,(7.000.000.000),,,,-7000000000.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,28.524.500.000,4.200.000.000,,,28524500000.0,4200000000.0
27,27,27,Tiền thu lãi tiền gửi và lãi cho vay,,14.391.640.516,13.812.493.298,,,14391640516.0,13812493298.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(12.270.544.763),(420.614.401.841),,,-12270544763.0,-420614401841.0
