row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty Cổ phần Trồng rừng Trường Thành,Công ty Cổ phần Trồng rừng Trường Thành,Công ty Cổ phần Trồng rừng Trường Thành,Công ty con,
Công ty TNHH MTV Sử Thiên Thanh,Công ty TNHH MTV Sử Thiên Thanh,Công ty TNHH MTV Sử Thiên Thanh,Công ty con,
Công ty Cổ phần Đồ gỗ Casadora,Công ty Cổ phần Đồ gỗ Casadora,Công ty Cổ phần Đồ gỗ Casadora,Công ty con,
Công ty Cổ phần Central Wood,Công ty Cổ phần Central Wood,Công ty Cổ phần Central Wood,Công ty con,
Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty con,
Công ty Cổ phần Trường Thành Xanh,Công ty Cổ phần Trường Thành Xanh,Công ty Cổ phần Trường Thành Xanh,Công ty con,
Công ty Cổ phần Quản lý Cụm Công nghiệp Trường Thành - Ea H'leo,Công ty Cổ phần Quản lý Cụm Công nghiệp Trường Thành - Ea H'leo,Công ty Cổ phần Quản lý Cụm Công nghiệp Trường Thành - Ea H'leo,Công ty con,
Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty con(đến ngày 20 tháng 12 năm 2024),
Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty con(đến ngày 20 tháng 12 năm 2024),
Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty liên doanh,
Công ty Cổ phần Bao bì Trường Thành,Công ty Cổ phần Bao bì Trường Thành,Công ty Cổ phần Bao bì Trường Thành,Công ty liên kết,
Công ty Natuzzi Singapore PTE. Ltd.,Công ty Natuzzi Singapore PTE. Ltd.,Công ty Natuzzi Singapore PTE. Ltd.,Công ty liên kết,
Công ty Cổ phần Tekcom,Công ty Cổ phần Tekcom,Công ty Cổ phần Tekcom,Công ty liên kết,
Công ty Cổ phần Tekcom Central,Công ty Cổ phần Tekcom Central,Công ty Cổ phần Tekcom Central,Công ty con của Công ty liên kết,
