row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,97.219.179.873,94.917.769.073,97219179873.0,94917769073.0
Phải thu về cho các bên khác vay,Phải thu về cho các bên khác vay,Phải thu về cho các bên khác vay,57.352.901.073,56.852.901.073,57352901073.0,56852901073.0
- Công ty Cổ phần MDF Việt Nam,- Công ty Cổ phần MDF Việt Nam,- Công ty Cổ phần MDF Việt Nam,20.400.000.000,20.400.000.000,20400000000.0,20400000000.0
- Các bên khác,- Các bên khác,- Các bên khác,36.952.901.073,36.452.901.073,36952901073.0,36452901073.0
Phải thu về cho bên liên quan vay (*) (TM số 34),Phải thu về cho bên liên quan vay (*) (TM số 34),Phải thu về cho bên liên quan vay (*) (TM số 34),39.866.278.800,38.064.868.000,39866278800.0,38064868000.0
Dài hạn,Dài hạn,Dài hạn,239.915.508.679,-,239915508679.0,
Công ty Cổ phần Trường Thành (*),Công ty Cổ phần Trường Thành (*),Công ty Cổ phần Trường Thành (*),121.851.654.540,-,121851654540.0,
Công ty Cổ phần Chế biển Gỗ Trường Thành (*),Công ty Cổ phần Chế biển Gỗ Trường Thành (*),Công ty Cổ phần Chế biển Gỗ Trường Thành (*),118.063.854.139,-,118063854139.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,337.134.688.552,94.917.769.073,337134688552.0,94917769073.0
Dự phòng phải thu cho vay khó đòi,Dự phòng phải thu cho vay khó đòi,Dự phòng phải thu cho vay khó đòi,(198.401.465.836),(25.002.901.073),-198401465836.0,-25002901073.0
GIÁ TRỊ THUẦN,GIÁ TRỊ THUẦN,GIÁ TRỊ THUẦN,138.733.222.716,69.914.868.000,138733222716.0,69914868000.0
