row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,20.354.645.259,23.991.399.658,20354645259.0,23991399658.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",17.636.701.622,20.242.517.998,17636701622.0,20242517998.0
Chi phí bảo hiểm,Chi phí bảo hiểm,Chi phí bảo hiểm,29.095.064,381.170.346,29095064.0,381170346.0
Khác,Khác,Khác,2.688.848.573,3.367.711.314,2688848573.0,3367711314.0
Dài hạn,Dài hạn,Dài hạn,144.009.007.752,73.126.542.063,144009007752.0,73126542063.0
Chi phí thuê đất (*),Chi phí thuê đất (*),Chi phí thuê đất (*),115.243.381.967,49.588.801.840,115243381967.0,49588801840.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",10.407.132.351,9.713.564.912,10407132351.0,9713564912.0
Chi phí bảo trì và xây dựng,Chi phí bảo trì và xây dựng,Chi phí bảo trì và xây dựng,6.088.207.108,9.278.209.773,6088207108.0,9278209773.0
Khác,Khác,Khác,12.270.286.326,4.545.965.538,12270286326.0,4545965538.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,164.363.653.011,97.117.941.721,164363653011.0,97117941721.0
