row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,239.622.392.558,100.231.198.640,239622392558.0,100231198640.0
Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,73.244.982.481,-,73244982481.0,
Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,31.584.199.500,-,31584199500.0,
Công ty Cổ phần Xây dựng Xuất nhập khẩu Vạn Hưng,Công ty Cổ phần Xây dựng Xuất nhập khẩu Vạn Hưng,Công ty Cổ phần Xây dựng Xuất nhập khẩu Vạn Hưng,26.750.000.000,26.750.000.000,26750000000.0,26750000000.0
Tạm ứng đề đầu tư (*),Tạm ứng đề đầu tư (*),Tạm ứng đề đầu tư (*),32.768.446.000,30.268.446.000,32768446000.0,30268446000.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,75.274.764.577,43.212.752.640,75274764577.0,43212752640.0
Dài hạn,Dài hạn,Dài hạn,166.224.747.101,-,166224747101.0,
Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,133.253.126.464,-,133253126464.0,
Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,32.971.620.637,-,32971620637.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,405.847.139.659,100.231.198.640,405847139659.0,100231198640.0
Dự phòng các khoản trả trước cho người bán khó đòi,Dự phòng các khoản trả trước cho người bán khó đòi,Dự phòng các khoản trả trước cho người bán khó đòi,(106.111.868.778),(15.898.169.890),-106111868778.0,-15898169890.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,299.735.270.881,84.333.028.750,299735270881.0,84333028750.0
