row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,133.090.192.474,393.270.881.595,133090192474.0,393270881595.0
Lãi từ khoản ứng trước của Vinhomes (TM số 20.2),Lãi từ khoản ứng trước của Vinhomes (TM số 20.2),Lãi từ khoản ứng trước của Vinhomes (TM số 20.2),33.975.700.000,229.393.537.752,33975700000.0,229393537752.0
Bồi thường (i),Bồi thường (i),Bồi thường (i),51.102.000.000,48.820.000.000,51102000000.0,48820000000.0
Cổ tức cổ phiếu ưu đãi,Cổ tức cổ phiếu ưu đãi,Cổ tức cổ phiếu ưu đãi,21.180.000.000,21.238.027.397,21180000000.0,21238027397.0
Chi phí xây dựng,Chi phí xây dựng,Chi phí xây dựng,19.263.007.402,17.906.084.342,19263007402.0,17906084342.0
Lãi vay phải trả khác,Lãi vay phải trả khác,Lãi vay phải trả khác,705.143.230,65.111.998.565,705143230.0,65111998565.0
Khác,Khác,Khác,6.864.341.842,10.801.233.539,6864341842.0,10801233539.0
Dài hạn,Dài hạn,Dài hạn,213.499.783.977,-,213499783977.0,
Lãi từ khoản ứng trước của Vinhomes (TM số 20.2),Lãi từ khoản ứng trước của Vinhomes (TM số 20.2),Lãi từ khoản ứng trước của Vinhomes (TM số 20.2),213.499.783.977,-,213499783977.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,346.589.976.451,393.270.881.595,346589976451.0,393270881595.0
Trong đó:,Trong đó:,Trong đó:,,,,
Các bên khác,Trong đó: > Các bên khác,Các bên khác,294.782.833.221,344.450.881.595,294782833221.0,344450881595.0
Bên liên quan (TM số 34),Trong đó: > Bên liên quan (TM số 34),Bên liên quan (TM số 34),51.807.143.230,48.820.000.000,51807143230.0,48820000000.0
