row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng lợi nhuận (lỗ) kế toán trước thuế,Tổng lợi nhuận (lỗ) kế toán trước thuế,Tổng lợi nhuận (lỗ) kế toán trước thuế,7.661.792.184,(111.405.244.342),7661792184.0,-111405244342.0
Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,1.532.358.437,(22.281.048.868),1532358437.0,-22281048868.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,,,
Trích bổ sung thuế TNDN các năm trước (*),Các khoản điều chỉnh: > Trích bổ sung thuế TNDN các năm trước (*),Trích bổ sung thuế TNDN các năm trước (*),-,33.347.001.825,,33347001825.0
Chi phí không được trừ,Các khoản điều chỉnh: > Chi phí không được trừ,Chi phí không được trừ,7.339.540.906,24.147.302.154,7339540906.0,24147302154.0
Chi phí phải trả,Các khoản điều chỉnh: > Chi phí phải trả,Chi phí phải trả,(6.235.844.389),17.187.941.622,-6235844389.0,17187941622.0
Chi phí lãi vay,Các khoản điều chỉnh: > Chi phí lãi vay,Chi phí lãi vay,8.703.886.202,10.061.923.271,8703886202.0,10061923271.0
Lãi từ thanh lý khoản đầu tư vào các công ty con,Các khoản điều chỉnh: > Lãi từ thanh lý khoản đầu tư vào các công ty con,Lãi từ thanh lý khoản đầu tư vào các công ty con,(11.506.040.186),-,-11506040186.0,
Thay đổi dự phòng nợ phải thu khó đòi,Các khoản điều chỉnh: > Thay đổi dự phòng nợ phải thu khó đòi,Thay đổi dự phòng nợ phải thu khó đòi,(7.212.384.257),5.018.979.004,-7212384257.0,5018979004.0
Lỗ thuế chưa ghi nhận tải sản thuế thu nhập hoãn lại,Các khoản điều chỉnh: > Lỗ thuế chưa ghi nhận tải sản thuế thu nhập hoãn lại,Lỗ thuế chưa ghi nhận tải sản thuế thu nhập hoãn lại,13.294.621.470,4.818.530.298,13294621470.0,4818530298.0
Thay đổi dự phòng giảm giá hàng tồn kho,Các khoản điều chỉnh: > Thay đổi dự phòng giảm giá hàng tồn kho,Thay đổi dự phòng giảm giá hàng tồn kho,1.112.664.822,3.165.852.537,1112664822.0,3165852537.0
Thuế được miễn giảm,Các khoản điều chỉnh: > Thuế được miễn giảm,Thuế được miễn giảm,(217.901.343),-,-217901343.0,
"Phần lỗ trong công ty liên doanh, liên kết","Các khoản điều chỉnh: > Phần lỗ trong công ty liên doanh, liên kết","Phần lỗ trong công ty liên doanh, liên kết",(466.241.213),(1.165.399.356),-466241213.0,-1165399356.0
Xóa số các khoản phải trả,Các khoản điều chỉnh: > Xóa số các khoản phải trả,Xóa số các khoản phải trả,-,(2.465.153.847),,-2465153847.0
Lỗ năm trước chuyển sang,Các khoản điều chỉnh: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(1.216.306.245),(39.190.639.203),-1216306245.0,-39190639203.0
Khác,Các khoản điều chỉnh: > Khác,Khác,(4.792.479.375),196.374.406,-4792479375.0,196374406.0
Chi phí thuế TNDN,Các khoản điều chỉnh: > Chi phí thuế TNDN,Chi phí thuế TNDN,335.874.829,32.841.663.843,335874829.0,32841663843.0
