row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,130.556.811.831,144.250.544.697,130556811831.0,144250544697.0
Phải thu từ hợp đồng ủy thác đầu tư (*),Phải thu từ hợp đồng ủy thác đầu tư (*),Phải thu từ hợp đồng ủy thác đầu tư (*),61.600.000.000,61.600.000.000,61600000000.0,61600000000.0
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,21.332.089.823,25.759.120.468,21332089823.0,25759120468.0
Cho vay không lãi suất,Cho vay không lãi suất,Cho vay không lãi suất,10.872.779.322,12.427.654.656,10872779322.0,12427654656.0
Lãi cho vay và lãi tiền gửi,Lãi cho vay và lãi tiền gửi,Lãi cho vay và lãi tiền gửi,1.011.771.011,6.754.625.941,1011771011.0,6754625941.0
Đặt cọc đi thuê,Đặt cọc đi thuê,Đặt cọc đi thuê,2.710.148.052,3.079.360.632,2710148052.0,3079360632.0
Phải thu từ các bên liên quan (TM số 34),Phải thu từ các bên liên quan (TM số 34),Phải thu từ các bên liên quan (TM số 34),720.056.114,-,720056114.0,
Khác,Khác,Khác,32.309.967.509,34.629.783.000,32309967509.0,34629783000.0
Dài hạn,Dài hạn,Dài hạn,3.085.351.745,-,3085351745.0,
Lãi cho vay,Lãi cho vay,Lãi cho vay,2.399.617.058,-,2399617058.0,
Khác,Khác,Khác,685.734.687,-,685734687.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,133.642.163.576,144.250.544.697,133642163576.0,144250544697.0
Dự phòng các khoản phải thu khác khó đòi,Dự phòng các khoản phải thu khác khó đòi,Dự phòng các khoản phải thu khác khó đòi,(16.980.973.063),(21.181.946.230),-16980973063.0,-21181946230.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,116.661.190.513,123.068.598.467,116661190513.0,123068598467.0
