row_label_raw,row_label_full,col_0,OJI,Bao bi,Tekcom,Natuzzi,VND Tổng cộng,numeric__OJI,numeric__Bao bi,numeric__Tekcom,numeric__Natuzzi,numeric__VND Tổng cộng
Tỷ lệ sở hữu (%),Tỷ lệ sở hữu (%),Tỷ lệ sở hữu (%),(50%),"(43,76%)","(16,97%)","(20,00%)",,,,,,
Giá trị đầu tư:,Giá trị đầu tư:,Giá trị đầu tư:,Giá trị đầu tư:,Giá trị đầu tư:,Giá trị đầu tư:,Giá trị đầu tư:,Giá trị đầu tư:,,,,,
Số đầu năm và cuối năm,Giá trị đầu tư: > Số đầu năm và cuối năm,Số đầu năm và cuối năm,94.930.473.000,2.000.000.000,166.600.013.370,122.728.870.000,386.259.356.370,94930473000.0,2000000000.0,166600013370.0,122728870000.0,386259356370.0
Số đầu năm,Giá trị đầu tư: > Số đầu năm,Số đầu năm,(37.275.022.642),(2.000.000.000),6.228.745.858,5.994.140.060,(27.052.136.724),-37275022642.0,-2000000000.0,6228745858.0,5994140060.0,-27052136724.0
"Phần (lỗ) lãi từ công ty liên doanh, liên kết trong năm","Giá trị đầu tư: > Phần (lỗ) lãi từ công ty liên doanh, liên kết trong năm","Phần (lỗ) lãi từ công ty liên doanh, liên kết trong năm",(1.676.311.134),-,787.836.836,3.219.680.362,2.331.206.064,-1676311134.0,,787836836.0,3219680362.0,2331206064.0
Số cuối năm,Giá trị đầu tư: > Số cuối năm,Số cuối năm,(38.951.333.776),(2.000.000.000),7.016.582.694,9.213.820.422,(24.720.930.660),-38951333776.0,-2000000000.0,7016582694.0,9213820422.0,-24720930660.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,57.655.450.358,-,172.828.759.228,128.723.010.060,359.207.219.646,57655450358.0,,172828759228.0,128723010060.0,359207219646.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,55.979.139.224,-,173.616.596.064,131.942.690.422,361.538.425.710,55979139224.0,,173616596064.0,131942690422.0,361538425710.0
