row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm nay,Năm trước,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.01,477.098.025.466,394.699.088.808,,,477098025466.0,394699088808.0
02,02,02,2. Các khoản giảm trừ doanh thu,,,,,,,
10,02 > 10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch,,477.098.025.466,394.699.088.808,,,477098025466.0,394699088808.0
11,02 > 11,11,4. Giá vốn hàng bán,VI.02,263.526.741.071,360.904.381.080,,,263526741071.0,360904381080.0
20,02 > 20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,213.571.284.395,33.794.707.728,,,213571284395.0,33794707728.0
21,02 > 21,21,6. Doanh thu hoạt động tài chính,VI.03,8.165.852.133,11.369.791.786,,,8165852133.0,11369791786.0
22,02 > 22,22,7. Chi phí tài chính,VI.04,247.129.676.579,8.574.896.989,,,247129676579.0,8574896989.0
23,02 > 23,23,Trong đó: Chi phí lãi vay,,247.129.676.579,8.574.896.989,,,247129676579.0,8574896989.0
23,02 > 23,23,"8. Phần lãi hoặc lỗ trong công ty liên kết, liên doanh",,5.909.835.033,,,,5909835033.0,
24,24,24,8. Chi phí bán hàng,,,,,,,
25,24 > 25,25,9. Chi phí quản lý doanh nghiệp,VI.05,58.119.760.452,20.872.830.578,,,58119760452.0,20872830578.0
30,24 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,(77.602.465.470),15.716.771.947,,,-77602465470.0,15716771947.0
31,24 > 31,31,11. Thu nhập khác,VI.06,240.378.303.926,113.874.503,,,240378303926.0,113874503.0
32,24 > 32,32,12. Chi phí khác,VI.07,4.694.486.035,849.457.552,,,4694486035.0,849457552.0
40,24 > 40,40,13. Lợi nhuận khác,,235.683.817.891,(735.583.049),,,235683817891.0,-735583049.0
50,24 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,158.081.352.421,14.981.188.898,,,158081352421.0,14981188898.0
51,24 > 51,51,15. Chi phí thuế TNDN hiện hành,VI.09,2.473.947.351,1.806.732.249,,,2473947351.0,1806732249.0
52,24 > 52,52,16. Chi phí thuế TNDN hoãn lại,VI.10,564.092.582,,,,564092582.0,
60,24 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,155.043.312.488,13.174.456.649,,,155043312488.0,13174456649.0
60,24 > 60,60,18. Lợi nhuận kế toán sau thuế của công ty mẹ,,201.106.184.909,13.174.456.649,,,201106184909.0,13174456649.0
60,24 > 60,60,19. Lợi ích kế toán sau thuế của cổ đông không kiểm soát,,(46.062.872.421),,,,-46062872421.0,
60,24 > 60,60,20. Lãi cơ bản trên cổ phiếu,VI.11,8.330,1.662,,,8330.0,1662.0
60,24 > 60,60,21. Lãi suy giảm trên cổ phiếu,VI.12,8.330,1.662,,,8330.0,1662.0
