row_label_raw,row_label_full,col_0,Số đầu năm,Số đầu năm_1,Số phải nộp trong kỳ,Số đã thực nộp trong kỳ,Số cuối năm,Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số phải nộp trong kỳ,numeric__Số đã thực nộp trong kỳ,numeric__Số cuối năm,numeric__Số cuối năm_1
,,,Phải thu,Phải trả,Số phải nộp trong kỳ,Số đã thực nộp trong kỳ,Phải thu,Phải trả,,,,,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,,1.046.732.249,2.241.964.907,1.121.553.649,,2.167.143.507,,1046732249.0,2241964907.0,1121553649.0,,2167143507.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,,42.880.520,2.012.881.585,1.901.815.574,,1.087.403.497,,42880520.0,2012881585.0,1901815574.0,,1087403497.0
Thuế GTGT,Thuế GTGT,Thuế GTGT,,7.694.097.463,68.354.697.413,77.223.244.200,1.679.182.286,3.686.622.371,,7694097463.0,68354697413.0,77223244200.0,1679182286.0,3686622371.0
Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,,,,,,,,,,,,
Thuế tài nguyên,Thuế GTGT hàng nhập khẩu > Thuế tài nguyên,Thuế tài nguyên,,,613.542.102,613.542.102,,,,,613542102.0,613542102.0,,
"Thuế nhà đất, tiền thuê đất","Thuế GTGT hàng nhập khẩu > Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",,,969.442.720,969.442.720,,,,,969442720.0,969442720.0,,
Thuế khác,Thuế GTGT hàng nhập khẩu > Thuế khác,Thuế khác,,,13.789.853.680,13.376.875.636,,1.042.977.771,,,13789853680.0,13376875636.0,,1042977771.0
Cộng,Thuế GTGT hàng nhập khẩu > Cộng,Cộng,,8.783.710.232,87.982.382.407,95.206.473.881,1.679.182.286,7.984.147.146,,8783710232.0,87982382407.0,95206473881.0,1679182286.0,7984147146.0
