row_label_raw,row_label_full,"Thanh lý, nhượng bán TSCĐ",col_1,106.472.751,numeric__col_1,numeric__106.472.751
Lãi từ giao dịch mua giá rè,Lãi từ giao dịch mua giá rè,Lãi từ giao dịch mua giá rè,240.286.039.705,,240286039705.0,
Các khoản khác,Các khoản khác,Các khoản khác,92.264.221,7.401.752,92264221.0,7401752.0
Cộng,Cộng,Cộng,240.378.303.926,113.874.503,240378303926.0,113874503.0
