row_label_raw,row_label_full,"Chi phí nguyên liệu, vật liệu",107.157.113.092,100.880.692.912,numeric__107.157.113.092,numeric__100.880.692.912
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,160.000.418.876,150.559.682.992,160000418876.0,150559682992.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,47.436.904.975,12.625.257.919,47436904975.0,12625257919.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,94.767.307.534,75.119.163.576,94767307534.0,75119163576.0
Chi phí khác bằng tiền,Chi phí khác bằng tiền,Chi phí khác bằng tiền,33.713.438.229,4.132.596.875,33713438229.0,4132596875.0
Cộng,Cộng,Cộng,443.075.182.706,343.317.394.274,443075182706.0,343317394274.0
