row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2019,01/01/2019,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2019,numeric__01/01/2019
100,100,100,A. TÀI SẢN NGẮN HẠN,,2.030.904.877.639,151.354.071.774,,,2030904877639.0,151354071774.0
110,110,110,I. Tiền và các khoản tương đương tiền,V.01,812.490.759.442,3.157.627.456,,,812490759442.0,3157627456.0
111,111,111,1. Tiền,,60.401.269.340,3.157.627.456,,,60401269340.0,3157627456.0
112,112,112,2. Các khoản tương đương tiền,,752.089.490.102,,,,752089490102.0,
120,120,120,II. Đầu tư tài chính ngắn hạn,,,,,,,
121,121,121,1. Chứng khoán kinh doanh,,,,,,,
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doar,,,,,,,
123,123,123,3. Đầu tư nắm giữ đến ngày đáo hạn,,,,,,,
130,123 > 130,130,III. Các khoản phải thu ngắn hạn,,896.102.136.303,71.446.086.575,,,896102136303.0,71446086575.0
131,123 > 131,131,1. Phải thu ngắn hạn của khách hàng,V.03,42.930.027.808,41.912.189.793,,,42930027808.0,41912189793.0
132,123 > 132,132,2. Trà trước cho người bán ngắn hạn,V.04,513.334.233.860,2.574.133.995,,,513334233860.0,2574133995.0
133,133,133,3. Phải thu nội bộ ngắn hạn,,,,,,,
,,,4. Phải thu theo tiến độ kế hoạch hợp đồng,,,,,,,
134,134,134,xây dựng,,,,,,,
135,134 > 135,135,5. Phải thu về cho vay ngắn hạn,,,339.770.216,,,,339770216.0
136,134 > 136,136,6. Phải thu ngắn hạn khác,V.05,353.152.275.866,41.196.084.145,,,353152275866.0,41196084145.0
137,134 > 137,137,7. Dự phòng phải thu ngắn hạn khó đòi (*),,(13.314.401.231),(14.576.091.574),,,-13314401231.0,-14576091574.0
139,139,139,8. Tài sản thiếu chờ xử lý,,,,,,,
140,139 > 140,140,IV. Hàng tồn kho,V.07,107.261.206.011,76.086.423.390,,,107261206011.0,76086423390.0
141,139 > 141,141,1. Hàng tồn kho,,107.261.206.011,76.086.423.390,,,107261206011.0,76086423390.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho (*),,,,,,,
150,149 > 150,150,V. Tài sản ngắn hạn khác,,215.050.775.883,663.934.353,,,215050775883.0,663934353.0
151,149 > 151,151,1. Chi phí trả trước ngắn hạn,V.11,21.082.750.219,663.934.353,,,21082750219.0,663934353.0
152,149 > 152,152,2. Thuế GTGT được khấu trừ,,192.288.843.378,,,,192288843378.0,
153,149 > 153,153,3. Thuế và các khoản khác phải thu Nhà nước,V.16,1.679.182.286,,,,1679182286.0,
154,154,154,4. Giao dịch mua bán lại trái phiếu Chính phủ,,,,,,,
155,155,155,5. Tài sản ngắn hạn khác,,,,,,,
