row_label_raw,row_label_full,col_0,31/12/2019,01/01/2019,numeric__31/12/2019,numeric__01/01/2019
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,1.239.493.642.697,7.377.910.273,1239493642697.0,7377910273.0
Tải sản thừa chờ giải quyết,Tải sản thừa chờ giải quyết,Tải sản thừa chờ giải quyết,46.449.775,,46449775.0,
Kinh phí công đoàn,Kinh phí công đoàn,Kinh phí công đoàn,571.851.388,382.306.912,571851388.0,382306912.0
Bảo hiểm xã hội,Bảo hiểm xã hội,Bảo hiểm xã hội,,13.893.101,,13893101.0
Bảo hiểm y tế,Bảo hiểm y tế,Bảo hiểm y tế,285.750,,285750.0,
Quỹ ứng hộ,Quỹ ứng hộ,Quỹ ứng hộ,620.533.926,397.160.222,620533926.0,397160222.0
"Cổ tức, lợi nhuận phải trả","Cổ tức, lợi nhuận phải trả","Cổ tức, lợi nhuận phải trả",,,,
Tạm ứng (số dư có 141),"Cổ tức, lợi nhuận phải trả > Tạm ứng (số dư có 141)",Tạm ứng (số dư có 141),208.799.618,90.445.665,208799618.0,90445665.0
"Các khoản phải trả, phải nộp khác","Cổ tức, lợi nhuận phải trả > Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",1.238.045.722.240,6.494.104.373,1238045722240.0,6494104373.0
"Các khoản phải trả bảo lãnh thực hiện hợp đồng bảo hành, khối lượng chờ quyết toán tại dự án BOT Đèo Cà.","Cổ tức, lợi nhuận phải trả > Các khoản phải trả bảo lãnh thực hiện hợp đồng bảo hành, khối lượng chờ quyết toán tại dự án BOT Đèo Cà.","Các khoản phải trả bảo lãnh thực hiện hợp đồng bảo hành, khối lượng chờ quyết toán tại dự án BOT Đèo Cà.",949.466.173.445,,949466173445.0,
"Các khoản phải trả bảo lãnh thực hiện hợp đồng bảo hành, chờ quyết toán Hạng mục tại dự án BOT Bắc Giang Lạng Sơn","Cổ tức, lợi nhuận phải trả > Các khoản phải trả bảo lãnh thực hiện hợp đồng bảo hành, chờ quyết toán Hạng mục tại dự án BOT Bắc Giang Lạng Sơn","Các khoản phải trả bảo lãnh thực hiện hợp đồng bảo hành, chờ quyết toán Hạng mục tại dự án BOT Bắc Giang Lạng Sơn",67.827.684.999,,67827684999.0,
Công ty France Emulsion tiền lợi nhuận hợp tác kinh doanh,"Cổ tức, lợi nhuận phải trả > Công ty France Emulsion tiền lợi nhuận hợp tác kinh doanh",Công ty France Emulsion tiền lợi nhuận hợp tác kinh doanh,1.650.429.936,1.650.429.936,1650429936.0,1650429936.0
Công ty CP Đầu tư Hải Thạch B.O.T,"Cổ tức, lợi nhuận phải trả > Công ty CP Đầu tư Hải Thạch B.O.T",Công ty CP Đầu tư Hải Thạch B.O.T,203.750.000.000,,203750000000.0,
Đối tượng khác,"Cổ tức, lợi nhuận phải trả > Đối tượng khác",Đối tượng khác,15.351.433.860,4.843.674.437,15351433860.0,4843674437.0
