row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Vốn đầu tư của chủ sở hữu:,Vốn đầu tư của chủ sở hữu:,Vốn đầu tư của chủ sở hữu:,Vốn đầu tư của chủ sở hữu:,Vốn đầu tư của chủ sở hữu:,,
- Vốn góp đầu kỳ,Vốn đầu tư của chủ sở hữu: > - Vốn góp đầu kỳ,- Vốn góp đầu kỳ,79.375.000.000,49.375.000.000,79375000000.0,49375000000.0
- Vốn góp tăng trong kỳ,Vốn đầu tư của chủ sở hữu: > - Vốn góp tăng trong kỳ,- Vốn góp tăng trong kỳ,2.190.715.900.000,30.000.000.000,2190715900000.0,30000000000.0
- Vốn góp giảm trong kỳ,- Vốn góp giảm trong kỳ,- Vốn góp giảm trong kỳ,,,,
- Vốn góp cuối kỳ,- Vốn góp giảm trong kỳ > - Vốn góp cuối kỳ,- Vốn góp cuối kỳ,2.270.090.900.000,79.375.000.000,2270090900000.0,79375000000.0
"Cổ tức, lợi nhuận đã chia","- Vốn góp giảm trong kỳ > Cổ tức, lợi nhuận đã chia","Cổ tức, lợi nhuận đã chia",10.308.378.402,2.774.750.000,10308378402.0,2774750000.0
18 . 4. Cổ phiếu,18 . 4. Cổ phiếu,18 . 4. Cổ phiếu,31/12/2019,01/01/2019,,
Số lượng cổ phiếu đăng ký phát hành,18 . 4. Cổ phiếu > Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,227.009.090,7.937.500,227009090.0,7937500.0
Số lượng cổ phiếu được mua lại,18 . 4. Cổ phiếu > Số lượng cổ phiếu được mua lại,Số lượng cổ phiếu được mua lại,,7.937.500,,7937500.0
- Cổ phiếu phổ thông,18 . 4. Cổ phiếu > - Cổ phiếu phổ thông,- Cổ phiếu phổ thông,,7.937.500,,7937500.0
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,,,,
Số lượng cổ phiếu đang lưu hành,- Cổ phiếu ưu đãi > Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,227.009.090,7.937.500,227009090.0,7937500.0
- Cổ phiếu phổ thông,- Cổ phiếu ưu đãi > - Cổ phiếu phổ thông,- Cổ phiếu phổ thông,227.009.090,7.937.500,227009090.0,7937500.0
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,,,,
Mệnh giá cổ phiếu đang lưu hành: 10.000 đồng/cổ phiếu,Mệnh giá cổ phiếu đang lưu hành: 10.000 đồng/cổ phiếu,Mệnh giá cổ phiếu đang lưu hành: 10.000 đồng/cổ phiếu,Mệnh giá cổ phiếu đang lưu hành: 10.000 đồng/cổ phiếu,Mệnh giá cổ phiếu đang lưu hành: 10.000 đồng/cổ phiếu,,
