row_label_raw,row_label_full,b) Vay dài hạn > Trên 1 năm đến 5 năm,31/12/2019 > Giá trị > 239.858.333.334,31/12/2019 > Số có khả năng trả nợ > 239.858.333.334,Trong năm > Tăng > 260.800.000.000,Trong năm > Giảm > 25.751.888.878,01/01/2019 > Giá trị > 4.810.222.212,01/01/2019 > Số có khả năng trả nợ > 4.810.222.212,numeric__31/12/2019 > Giá trị > 239.858.333.334,numeric__31/12/2019 > Số có khả năng trả nợ > 239.858.333.334,numeric__Trong năm > Tăng > 260.800.000.000,numeric__Trong năm > Giảm > 25.751.888.878,numeric__01/01/2019 > Giá trị > 4.810.222.212,numeric__01/01/2019 > Số có khả năng trả nợ > 4.810.222.212
- Vay dài hạn mua 3 chung cư,- Vay dài hạn mua 3 chung cư,- Vay dài hạn mua 3 chung cư,2.058.333.334,2.058.333.334,,1.299.999.986,3.358.333.320,3.358.333.320,2058333334.0,2058333334.0,,1299999986.0,3358333320.0,3358333320.0
- Vay mua xe ô tô,- Vay mua xe ô tô,- Vay mua xe ô tô,,,,1.451.888.892,1.451.888.892,1.451.888.892,,,,1451888892.0,1451888892.0,1451888892.0
- Công ty CP tập đoàn Đèo cả,- Công ty CP tập đoàn Đèo cả,- Công ty CP tập đoàn Đèo cả,237.800.000.000,237.800.000.000,260.800.000.000,23.000.000.000,,,237800000000.0,237800000000.0,260800000000.0,23000000000.0,,
Trên 5 năm,Trên 5 năm,Trên 5 năm,19.927.430.428.520,19.927.430.428.520,20.070.224.789.979,142.794.361.459,,,19927430428520.0,19927430428520.0,20070224789979.0,142794361459.0,,
-Ngân hàng TMCP Công thương Việt Nam - CN Hà Nội,-Ngân hàng TMCP Công thương Việt Nam - CN Hà Nội,-Ngân hàng TMCP Công thương Việt Nam - CN Hà Nội,19.033.974.340.184,19.033.974.340.184,19.175.191.701.643,141.217.361.459,,,19033974340184.0,19033974340184.0,19175191701643.0,141217361459.0,,
+ Hợp đồng tín dụng số 01/2015-HDTDDA/NHCT106-DEOCA,+ Hợp đồng tín dụng số 01/2015-HDTDDA/NHCT106-DEOCA,+ Hợp đồng tín dụng số 01/2015-HDTDDA/NHCT106-DEOCA,2.269.093.688.681,2.269.093.688.681,2.295.921.050.139,26.827.361.458,,,2269093688681.0,2269093688681.0,2295921050139.0,26827361458.0,,
+ Hợp đồng tín dụng số 01/2016-HDTDDA/NHCT106-DEOCA,+ Hợp đồng tín dụng số 01/2016-HDTDDA/NHCT106-DEOCA,+ Hợp đồng tín dụng số 01/2016-HDTDDA/NHCT106-DEOCA,2.232.251.512.480,2.232.251.512.480,2.232.251.512.480,,,,2232251512480.0,2232251512480.0,2232251512480.0,,,
+ Hợp đồng tín dụng số 02-2013-HDTDDA/NHCT106-DEOCA,+ Hợp đồng tín dụng số 02-2013-HDTDDA/NHCT106-DEOCA,+ Hợp đồng tín dụng số 02-2013-HDTDDA/NHCT106-DEOCA,4.654.403.867.855,4.654.403.867.855,4.655.903.867.855,1.500.000.000,,,4654403867855.0,4654403867855.0,4655903867855.0,1500000000.0,,
+ Hợp đồng tín dụng số 02/2015-HDTDDA/NHCT106-DEOCA,+ Hợp đồng tín dụng số 02/2015-HDTDDA/NHCT106-DEOCA,+ Hợp đồng tín dụng số 02/2015-HDTDDA/NHCT106-DEOCA,1.053.300.067.777,1.053.300.067.777,1.053.600.067.777,300.000.000,,,1053300067777.0,1053300067777.0,1053600067777.0,300000000.0,,
Hợp đồng tín dụng số 01/2017-HDTDDA/NHCT106-BOT BGLS,Hợp đồng tín dụng số 01/2017-HDTDDA/NHCT106-BOT BGLS,Hợp đồng tín dụng số 01/2017-HDTDDA/NHCT106-BOT BGLS,8.824.925.203.391,8.824.925.203.391,8.937.515.203.392,112.590.000.001,,,8824925203391.0,8824925203391.0,8937515203392.0,112590000001.0,,
- Ngân hàng TMCP Việt Á - CN Hà Nội,- Ngân hàng TMCP Việt Á - CN Hà Nội,- Ngân hàng TMCP Việt Á - CN Hà Nội,893.456.088.336,893.456.088.336,895.033.088.336,1.577.000.000,,,893456088336.0,893456088336.0,895033088336.0,1577000000.0,,
Cộng,Cộng,Cộng,20.167.288.761.854,20.167.288.761.854,20.331.024.789.979,168.546.250.337,4.810.222.212,4.810.222.212,20167288761854.0,20167288761854.0,20331024789979.0,168546250337.0,4810222212.0,4810222212.0
