row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2017 VND,Năm 2016 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2017 VND,numeric__Năm 2016 VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,23,549.976.845.413,422.233.012.542,,23.0,549976845413.0,422233012542.0
02,02,02,2. Các khoản giảm trừ doanh thu,,,,,,,
10,02 > 10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,549.976.845.413,422.233.012.542,,,549976845413.0,422233012542.0
11,02 > 11,11,4. Giá vốn hàng bán,24,476.721.264.716,343.784.273.619,,24.0,476721264716.0,343784273619.0
20,02 > 20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,73.255.580.697,78.448.738.923,,,73255580697.0,78448738923.0
21,02 > 21,21,6. Doanh thu hoạt động tài chính,25,1.240.289.186.561,759.757.625.615,,25.0,1240289186561.0,759757625615.0
22,02 > 22,22,7. Chi phí tài chính,26,103.781.923.437,10.022.715.231,,26.0,103781923437.0,10022715231.0
23,02 > 23,23,Trong đó: Chi phí lãi vay,,24.157.633.302,31.911.090.815,,,24157633302.0,31911090815.0
25,02 > 25,25,8. Chi phí bán hàng,27,478.498.406,3.591.360.587,,27.0,478498406.0,3591360587.0
26,02 > 26,26,9. Chi phí quản lý doanh nghiệp,28,204.220.175.984,153.059.805.226,,28.0,204220175984.0,153059805226.0
30,02 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,1.005.064.169.431,671.532.483.494,,,1005064169431.0,671532483494.0
31,02 > 31,31,11. Thu nhập khác,29,7.291.793.939,131.823.834.376,,29.0,7291793939.0,131823834376.0
32,02 > 32,32,12. Chi phí khác,30,15.237.500,5.075.868.933,,30.0,15237500.0,5075868933.0
40,02 > 40,40,13. Lợi nhuận khác,,7.276.556.439,126.747.965.443,,,7276556439.0,126747965443.0
50,02 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,1.012.340.725.870,798.280.448.937,,,1012340725870.0,798280448937.0
51,02 > 51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,31,(8.395.909.553),8.860.570.564,,31.0,-8395909553.0,8860570564.0
60,02 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,1.020.736.635.423,789.419.878.373,,,1020736635423.0,789419878373.0
